date,CDX NA IG,iTraxx EU Main,iTraxx EU Xover,iTraxx EU SenFin
2011-12-02,364.9251159300017,594.1107975740877,1775.5447026005568,1021.5118504116854
2011-12-05,357.31029681111244,561.6420946396137,1709.1439828054858,939.813825546269
2011-12-06,354.4054058286398,569.9470371813999,1720.3757791908988,949.7255725079267
2011-12-07,347.87593059331175,552.293633907303,1703.857308890857,962.6396777310609
2011-12-08,364.5623673058168,585.3173290004318,1816.1013165665756,1066.8644002366084
2011-12-09,354.7681544528247,584.9052390143647,1791.6480640282407,1070.4686718590292
2011-12-12,365.2153148293496,618.0651896674027,1896.916334101804,1165.9818698531851
2011-12-13,369.6408480444053,614.8116727612768,1887.0753910071085,1147.9605117410802
2011-12-14,376.82327080326615,633.5052709195589,1936.3803051739146,1201.1235181717896
2011-12-15,376.17032327973334,618.2047685336512,1886.0805611233538,1134.1453386123408
2011-12-16,383.0625471392463,622.2891120245896,1910.9322227518253,1126.3348820065544
2011-12-19,384.150793011801,619.796632270152,1914.5107475135328,1131.741289440186
2011-12-20,367.46435629929596,597.3643144802136,1842.940252279382,1068.666536047819
2011-12-21,360.9348810639679,593.2101815561509,1848.9044602155614,1038.0302272572405
2011-12-22,352.59166270771533,577.4277997510519,1815.5048957729575,1001.9875110330308
2011-12-23,353.31715995608516,570.7778637662124,1798.8051135516557,991.1746961657678
2011-12-27,349.6896737142362,570.7778637662124,1798.8051135516557,991.1746961657678
2011-12-28,353.67990858027,576.5969731662393,1801.1907967261275,994.7789677881889
2011-12-29,348.23867921749667,581.5819326751146,1813.119212598486,1018.2067333339252
2011-12-30,348.23867921749667,574.9319966902751,1801.1907967261275,1009.1960542778727
2012-01-02,,574.9319966902751,1801.1907967261275,
2012-01-03,342.4347012305384,561.6387713332745,1760.0377619664907,955.1319799415581
2012-01-04,344.6111929756477,573.4099223868985,1780.7144780396368,983.666998376265
2012-01-05,348.24158120649014,590.0430706148455,1804.769321487835,1046.7417517686322
2012-01-06,348.23867921749667,589.4714619244944,1792.2444848218586,1052.4473137469245
2012-01-09,346.5468196342983,599.7371552064383,1814.6102645825308,1065.739867490413
2012-01-10,337.3562204919499,578.092461018902,1740.3964323910652,1003.7896468442412
2012-01-11,336.993471867765,585.5632536695364,1755.3880654594454,1003.8076682023534
2012-01-12,332.2777397533614,568.2853840117748,1706.9563113344957,963.0613775108842
2012-01-13,336.993471867765,569.9470371813999,1733.1988262536843,980.361881298505
2012-01-16,,556.863180123772,1697.2155669331275,959.9364740142452
2012-01-17,328.65025351151246,540.0372801281486,1647.7126410628398,922.0195365463766
2012-01-18,318.49329203433547,538.7212508178054,1634.491184909918,901.0679056052435
2012-01-19,314.14030854411675,501.61321223373835,1532.8014395980622,800.5988341302589
2012-01-20,308.3363305571585,511.7891762445223,1545.9226970576565,828.9824731568241
2012-01-23,298.9048663283513,496.0067944394234,1511.3708476417828,802.2495905333277
2012-01-24,299.99311220090595,497.8379362323503,1517.0964872605148,815.7656091174064
2012-01-25,295.64012871068724,499.25698803921,1516.1016573767602,818.1696582895611
2012-01-26,294.1891342139477,474.40197992795817,1436.7776918255765,769.511991386878
2012-01-27,291.64989384465343,467.7553672494579,1443.3383205553737,755.094904897194
2012-01-30,297.45677382060524,490.60309833180264,1517.592709360805,813.8156981696766
2012-01-31,293.4636369655779,477.41289547131885,1480.1183980562034,793.8444291098418
2012-02-01,290.92439659628366,454.53193132558164,1398.08429641882,754.6443709443914
2012-02-02,287.8424842852088,447.509785030746,1379.3232839347745,734.3703430682734
2012-02-03,273.8752112595937,422.4753183771747,1308.547221197723,702.8365706437123
2012-02-06,275.3262057563333,426.2140380088311,1315.704270721138,696.5254910328532
2012-02-07,275.68895438051817,427.46360119238915,1322.365098144263,694.4242006769819
2012-02-08,274.2408618727721,436.62263346336255,1341.0712399152958,731.1048729783602
2012-02-09,281.49293236747644,430.9929525246728,1352.6823599254494,738.8756825962997
2012-02-10,286.2086644818801,448.1345666225251,1423.6564343659822,792.9397569326143
2012-02-13,280.4046864949218,447.40011592155076,1404.8190800203538,796.5440285550353
2012-02-14,285.4831672335103,461.93958115577016,1441.7470698780012,826.2792694400083
2012-02-15,293.34175342785176,484.0595081498191,1511.1322793243355,874.4864023898889
2012-02-16,286.57141310606494,454.46214189245734,1440.952637380902,798.3461643662457
2012-02-17,286.2086644818801,455.2929684772699,1429.0242215085434,800.1483001774562
2012-02-20,,437.4301969038003,1359.8394094488644,773.1162630092989
2012-02-21,283.12675217080516,435.2833410086447,1360.8342393326188,782.1269420653514
2012-02-22,283.85224941917494,443.2858626735591,1397.1347945153805,821.6838231214216
2012-02-23,279.67918924655197,439.12508313681786,1388.4676075425248,798.194784958104
2012-02-24,278.2281947498124,434.1068905645502,1371.767825321223,767.1079422147232
2012-02-27,276.77720025307286,440.0256991547547,1386.380134764862,777.4702231291835
2012-02-28,271.69871951448437,427.5998567522984,1346.7181519892702,733.3178957545265
2012-02-29,273.1497140112239,427.46360119238915,1354.1137698301325,745.1831579355364
2012-03-01,269.52222776937504,422.06322839110766,1328.031095683633,715.4479170505633
2012-03-02,272.78696538703906,436.60269362532705,1369.3821421467512,746.087830112764
2012-03-05,276.41445162888795,450.3412420317871,1411.1315977000058,773.7470105432227
2012-03-06,283.66942411258583,473.1025671493114,1475.425759252018,818.8472613545762
2012-03-07,282.2184296158462,450.76994854955046,1403.805164671203,776.6592620141388
2012-03-08,277.86544612562756,439.7830977919894,1365.8036173850437,757.7981086140098
2012-03-09,277.86544612562756,442.8305697050818,1387.2747659552888,765.9077197644569
2012-03-12,276.41445162888795,447.95510808020555,1399.6015909177838,772.2908848077645
2012-03-13,265.6219545621391,431.1989975177063,1351.389319644886,749.9876520082236
2012-03-14,263.03918435794264,420.91668770406636,1324.352372228598,723.741346053754
2012-03-15,261.27477504990725,411.39873834845395,1303.7758548487798,713.6457812393529
2012-03-16,257.18877454708866,394.0211695005149,1259.6407161210534,690.2180156936165
2012-03-19,247.99817540474024,373.14415907734553,1201.191478346497,656.9974441497624
2012-03-20,237.2405022059131,373.18071544707726,1229.0252439430578,677.1525310623405
2012-03-21,235.2452714891353,373.58990482804995,1258.8666842186535,704.9807172703819
2012-03-22,244.83481532709015,385.04720749528474,1325.1809959421998,764.3475145142035
2012-03-23,246.70027494033764,386.27477563820275,1319.6548032985709,777.3340014112895
2012-03-26,239.9413632981366,383.8196393523667,1306.3919409538616,760.6370896864646
2012-03-27,241.9690367907969,384.6380181143121,1277.6557392069917,747.6506027893787
2012-03-28,245.34849261189743,396.0953207815469,1308.6024180113131,775.47878899742
2012-03-29,251.00975700340499,414.0996535443445,1368.285298562505,809.8002186540044
2012-03-30,246.80841752661286,407.9618128297544,1353.9171976890698,818.1486745164168
2012-04-02,243.99671028345722,405.9158659248911,1348.391005045441,807.0174000332003
2012-04-03,244.67260144767732,406.3250553058637,1346.1805279879895,805.3959443834783
2012-04-04,250.75562192565826,423.92019868768864,1397.021500309375,840.4112234828499
2012-04-05,261.91052969994684,433.7407438310328,1406.9686470679069,866.3841972770219
2012-04-06,261.23463853572673,,,
2012-04-09,275.08770383758196,,,
2012-04-10,281.8330976564986,482.0250907858081,1545.1234631586283,959.4527832311954
2012-04-11,275.76359500180206,465.69025069737904,1493.4535619406986,916.2448861121766
2012-04-12,261.6618017515138,440.11755114411085,1414.9816264011688,874.5768152966693
2012-04-13,274.7524618201288,472.6137350234367,1507.5453531819521,918.3301448653658
2012-04-16,274.41181267336185,472.47624739142987,1504.2296375957749,929.3055815058174
2012-04-17,266.3011187027206,449.59765072248575,1450.8090385483436,905.2657390468974
2012-04-18,268.8722086914139,466.8850836898192,1489.8615367223397,927.606206934713
2012-04-19,270.3564656880412,476.1949604857095,1513.0715458255809,947.241775123107
2012-04-20,270.03203792921556,470.29608636960745,1488.1108388928383,941.984103142201
2012-04-23,272.7220847628116,489.289020676835,1528.6377252641546,973.3668763352161
2012-04-24,269.6805745238211,476.22769563618726,1494.8351101016058,946.1583310734072
2012-04-25,263.93549962795026,462.79318988009254,1462.506883136377,916.6307702942614
2012-04-26,259.20426147840953,467.71983002700347,1464.441050561647,915.7031640873267
2012-04-27,254.81096891097886,450.926697831885,1422.4419864700676,897.9228083128022
2012-04-30,256.1627512394191,459.8273852468026,1437.0863969756842,895.139989691998
2012-05-01,253.7971321646487,446.15391289221975,1390.2065995412518,866.0762320163196
2012-05-02,254.9812934843623,457.28713756972417,1417.0086338628516,882.153502794912
2012-05-03,260.5587473715066,464.4299474039832,1429.0734176424223,895.139989691998
2012-05-04,267.3149554490508,476.2964394521907,1451.1781882169378,908.126476589084
2012-05-07,271.02965328760445,476.2964394521907,1451.1781882169378,
2012-05-08,272.7247883274685,492.7654936575789,1495.526989420588,947.241775123107
2012-05-09,278.4671596586825,512.4065839442671,1530.4790526530119,983.2625793507957
2012-05-10,278.1292140765724,514.8977288956287,1524.1239311128386,978.0049073698897
2012-05-11,293.33946883618165,516.8061881684853,1514.1767843543066,984.3460234004956
2012-05-14,309.8960987949173,551.9637397816573,1582.425263503123,1040.4661989200458
2012-05-15,316.76856015270727,568.9925650602161,1620.8323023763437,1073.0845435806978
2012-05-16,321.3889521513159,583.1636117020615,1639.6213573646817,1089.009686941353
2012-05-17,333.2143439605108,594.6896581852999,1664.4892242610117,1133.5347848742192
2012-05-18,334.566126288951,599.8749060209855,1673.3311324908177,1149.3040903921094
2012-05-21,318.6826839297786,590.869466124539,1644.7784003397164,1106.7900427158777
2012-05-22,319.89388089606103,561.7351821992847,1570.3229016135758,1041.2379672842153
2012-05-23,319.69922424076566,592.4047446819485,1641.2792151577705,1107.09800797658
2012-05-24,316.6550104371183,572.6621754287789,1587.4916769188019,1091.3287024586898
2012-05-25,318.00949633021537,565.7714262531991,1578.2806190204014,1096.4305365968307
2012-05-28,,557.3159368847798,1551.754894330983,1089.009686941353
2012-05-29,315.47625624671844,557.5876386337457,1542.6366764689953,1077.8784124581364
2012-05-30,330.84872488574047,580.3320211857307,1587.8586161103392,1105.7065986661778
2012-05-31,334.0605596981144,587.2555055117883,1585.8338191257133,1101.996173838439
2012-06-01,340.64914676693195,605.6002838395552,1636.8582610428673,1120.5482979771332
2012-06-04,344.70719731690946,,,
2012-06-05,339.6353100206018,,,
2012-06-06,329.49694255730026,575.9356904765604,1570.4511092829082,1075.4035590980345
2012-06-07,329.6672671306837,571.058153055366,1545.8595520187598,1042.6293765946173
2012-06-08,327.46926906463995,578.0143725319015,1538.4920319862738,1035.2085269391396
2012-06-11,336.5937997816113,588.892263035679,1557.2810869746118,1068.6023503887893
2012-06-12,333.8902351247309,600.4183095189173,1583.0707228038987,1087.7741154737162
2012-06-13,338.9594188563817,596.3591508596685,1561.149421825152,1071.6931342702958
2012-06-14,326.1201903008566,591.2884760506549,1552.214673558933,1060.7473810284662
2012-06-15,318.0067927655585,571.2283758378508,1493.1772523085172,1032.2698704755703
2012-06-18,322.8353592427469,586.0966811848738,1519.7029769979356,1068.6023503887893
2012-06-19,312.06435764973537,564.1706773948341,1473.448744570762,1029.876646461679
2012-06-20,307.95223580662025,551.145361019712,1459.9272564103312,1021.294433835119
2012-06-21,318.7962336453676,558.1343156467252,1502.571779802686,1023.3054840917536
2012-06-22,311.92377228757755,557.3192103998275,1506.4401146532264,1025.9324648697925
2012-06-25,323.4139220793193,584.6301464434678,1561.4257314573335,1081.5888372858753
2012-06-26,321.7241941687691,587.7334387087644,1581.41286501081,1081.5888372858753
2012-06-27,317.66884718344846,579.4121634573041,1553.5962217198403,1063.5005162506484
2012-06-28,319.3585750939987,581.8672997431402,1547.5174098118484,1070.4575628026587
2012-06-29,303.9834028903198,542.7913506177738,1460.7561853068755,965.330096158334
2012-07-02,295.026493182075,530.1719501085767,1431.1004251041052,939.5092497820992
2012-07-03,287.92963595776394,508.828631997042,1389.2560944065476,910.9092952098881
2012-07-04,,520.0829767313145,1424.6524635275193,948.9411496942114
2012-07-05,294.3506020178549,539.31487763703,1465.5462890903727,997.1766724548164
2012-07-06,304.48896948115646,561.8170200754793,1505.3348761245006,1053.760651077834
2012-07-09,300.1794874180891,564.6486105918102,1498.703444952146,1046.6477666830585
2012-07-10,301.10951366005594,550.8703857556983,1465.1771394217785,1031.4981021114008
2012-07-11,301.78540482427604,547.7343583399237,1454.1247541345208,1036.369889910222
2012-07-12,306.1786973917067,552.6773660620736,1479.3617706994448,1024.0772524559231
2012-07-13,302.12605397104295,543.403497931709,1471.441631402596,1012.0183717657718
2012-07-16,304.8269150632665,555.4074776119234,1486.9149708047566,1041.7017703876827
2012-07-17,300.43362249583583,544.4935784426202,1462.966662364327,1023.9214146131579
2012-07-18,292.3229285251946,530.7840974225118,1434.3233006538696,998.1042786617511
2012-07-19,292.3229285251946,527.5138558897783,1418.3901820237588,1007.0092982483243
2012-07-20,302.12335040638607,553.2240430750531,1464.5338905980598,1055.6158634917033
2012-07-23,306.1786973917067,573.7849910901679,1489.7244871447776,1089.4734900448204
2012-07-24,316.99565958388524,589.0297506676858,1526.8870274346532,1116.6078268100746
2012-07-25,312.0886897316473,586.6400846828054,1516.2037918159897,1087.1544745274837
2012-07-26,300.77156807794586,557.3159368847798,1468.309385412187,1039.538592713111
2012-07-27,283.8742889724433,535.016752379293,1414.1526975046245,996.2490662478817
2012-07-30,287.25374479354383,516.9076671349666,1382.9297090681214,941.5203000387337
2012-07-31,290.29525503253427,522.9473023981232,1399.5082869990079,960.0724241774279
2012-08-01,285.2260713008835,506.98891654018894,1369.3905370912307,915.5510366693893
2012-08-02,294.6885475999649,553.6332324560258,1437.9153258722285,1037.0637393530092
2012-08-03,280.4948331513428,491.0272571672069,1308.6024180113131,909.0540827960187
2012-08-06,277.7885649298055,483.39014656073294,1288.431814862068,903.4884455544104
2012-08-07,279.1430508229026,483.868079757709,1277.8392088027604,910.9092952098881
2012-08-08,277.7912684944624,487.75701563447336,1274.2471835844015,912.7682180485853
2012-08-09,278.4671596586825,485.16111820158267,1289.8133630229752,906.2749746000422
2012-08-10,277.79397205911926,486.11698459553486,1299.7605097815072,909.0540827960187
2012-08-13,277.7912684944624,488.1629315003982,1309.4313469078577,919.2614614971282
2012-08-14,278.4671596586825,474.6629554433478,1268.9973005729541,888.3387809827527
2012-08-15,278.8781014865283,479.5699544999721,1288.431814862068,894.2123834850632
2012-08-16,273.3979759270317,,,
2012-08-17,269.6805745238211,,,
2012-08-20,266.3011187027206,,,
2012-08-21,266.6390642848307,,,
2012-08-22,268.666737777491,,,
2012-08-23,274.74975825547193,,,
2012-08-24,272.38413918070154,,,
2012-08-27,271.03235685226133,,,
2012-08-28,273.06003034492164,,,
2012-08-29,272.7247883274685,,,
2012-08-30,278.4671596586825,,,
2012-08-31,275.2580284109654,,,
2012-09-03,,,,
2012-09-04,273.06003034492164,,,
2012-09-05,271.70824801648143,458.7012960703658,1232.9864188300107,861.9020040851134
2012-09-06,257.35502325310335,431.0139057962309,1181.1308375392553,799.7523882204877
2012-09-07,251.43151308987834,413.89669561138203,1127.8959185646497,763.4236187320964
2012-09-10,258.02280372335275,425.14776683060666,1127.712448968881,793.6598706533405
2012-09-11,252.3615393318452,418.73822436705075,1115.1856754843034,777.3340014112895
2012-09-12,245.77024869837078,407.69011108078854,1082.7646084826615,735.3987800081849
2012-09-13,231.49272374538532,416.55478983018054,1093.1737449462007,755.0714524448564
2012-09-14,224.39586652107423,388.6611681080354,1022.3456390713385,689.2151221773194
2012-09-17,230.70328286557623,393.7056547966665,1030.9112376689632,701.8899333888754
2012-09-18,230.8195361458221,403.012258077509,1046.6056247768693,726.2228994091868
2012-09-19,231.15477816327527,395.82361903258106,1020.1351620138869,703.8972732206821
2012-09-20,236.8133389901259,409.7687931361298,1031.1875473011446,746.8009155038264
2012-09-21,237.4292384413356,405.2386633680828,1014.5364999872573,730.5804329942332
2012-09-24,242.66438377661797,417.8020952883656,1038.4974779294607,746.8807603598914
2012-09-25,252.82672472157785,431.88836744141,1074.5247146954716,775.4931645307639
2012-09-26,251.75013248086327,449.9608978508008,1131.5772612633543,833.380685177848
2012-09-27,242.66684737442282,434.697303837134,1101.6884169102946,802.9398338030883
2012-09-28,243.89618267903734,437.0967369769894,1110.13479808696,817.4117139648592
2012-10-01,242.04848432540828,427.01271930122374,1090.674788096965,802.4408034526824
2012-10-02,242.04848432540828,423.78788116125816,1089.2517882679858,784.0605175865323
2012-10-03,236.8133389901259,412.3025945318171,1069.199186568389,745.8826996590797
2012-10-04,234.1969981213871,414.70522691585893,1068.2576675034618,744.7009957893185
2012-10-05,234.0417914596823,403.6038495887947,1031.774291066244,710.6232112208005
2012-10-08,,415.1051324391682,1060.4272698144096,732.0775240454509
2012-10-09,241.12463514859374,420.5598437771061,1068.6884660818241,740.7287142000876
2012-10-10,243.89618267903734,426.10093470807874,1083.331719116467,744.5532828055983
2012-10-11,239.5848865205695,413.98219772971584,1063.5461735491579,722.5959473877389
2012-10-12,238.96898706935983,409.8231802872998,1057.9574879194558,715.2781663293867
2012-10-15,235.58154008770651,404.483641740075,1037.2791561580748,703.137755964712
2012-10-16,227.8827969475854,389.26803638920535,987.6534991085614,678.8050360789205
2012-10-17,221.41585270988364,369.67906423542604,923.9752314191729,610.5656298430165
2012-10-18,224.03465717642723,378.9600716203866,940.5444075100231,631.4410674611961
2012-10-19,230.96229420363383,388.9097210403203,964.910842937744,652.7316983309132
2012-10-22,231.57819365484355,393.30868179672177,970.1096656006024,650.2365465788838
2012-10-23,238.66103734375497,412.3025945318171,1015.5930286274032,684.6736329996938
2012-10-24,242.79249086246958,409.45206796166883,1024.3649453813828,681.5077844567189
2012-10-25,242.04848432540828,411.00370139210867,1034.4370551297852,685.1686711072965
2012-10-26,241.6001095249276,414.46848284605994,1047.1076015522,700.6386119698794
2012-10-29,248.20747883750516,424.10140709153256,1062.6202490029043,731.2471375423755
2012-10-30,,409.9063606361482,1017.0550147530664,693.4845128664605
2012-10-31,245.5911379687664,414.9675649391498,1031.1875473011446,700.470937772143
2012-11-01,237.12128871573074,407.6125025544464,1001.9731658807244,684.6696407568907
2012-11-02,239.89283624617434,409.9031613919617,1001.4351549864803,688.4143645063365
2012-11-05,238.6240833766824,414.503674532111,1010.9146730252809,696.1473388162264
2012-11-06,236.82072978354037,401.62671668155383,988.3026209483559,670.1977605951197
2012-11-07,246.89930840313576,414.53566697397576,1025.1778096672513,696.498656182912
2012-11-08,256.9828142183409,419.31853703275414,1038.7918244694276,698.7422966383369
2012-11-09,262.9324029170265,421.30206842836793,1040.9341214722328,714.6114617812445
2012-11-12,,422.3130295912937,1047.2693946834402,728.8996987740662
2012-11-13,263.29701539214255,418.60190633498405,1046.5384016206087,714.6114617812445
2012-11-14,267.30036182500555,419.1329808699387,1040.9341214722328,722.7995517707044
2012-11-15,273.8436775946573,438.29645354691706,1099.65723085304,746.9486284875466
2012-11-16,270.379859081054,437.89974726779434,1094.5402794132185,742.5571614039748
2012-11-19,253.7505738983924,421.9003270912386,1047.6358658722731,705.6289154739384
2012-11-20,250.05517719113425,408.27154685685997,1012.912720730354,677.6832158512082
2012-11-21,247.59157938629548,401.47315296060304,992.7704505483828,662.7123053390312
2012-11-22,,394.7067515062109,984.4039912799205,646.7433341260426
2012-11-23,244.2041324046422,388.3082631332632,967.8348151890705,640.7549699211718
2012-11-26,248.20747883750516,398.737799181168,991.3357548303985,663.0436614917007
2012-11-27,251.9028755447633,392.7296185989701,973.4390953374462,648.4440295602259
2012-11-28,248.51542856311002,398.8593704602539,989.5209427197419,654.875532716257
2012-11-29,244.51208213024702,394.20447016893445,972.3825666973003,640.7549699211718
2012-11-30,242.81959043832276,394.5787817387519,969.7841300232881,640.2359783567496
2012-12-03,246.05183075827125,381.6794291788894,943.6301728925897,617.7995738025005
2012-12-04,247.43883632239545,382.51123266737255,947.8543381383394,608.8170274951943
2012-12-05,240.9718920846937,377.510814003914,934.4527986530929,604.5253664817037
2012-12-06,240.13919602665823,375.11138086405856,927.1428680247767,600.0021553856245
2012-12-07,238.66103734375497,377.91391877140967,930.7978333389348,610.8131488968179
2012-12-10,235.06911174430007,382.0761354580122,936.6457778415878,628.7782415114302
2012-12-11,230.55087337022576,367.7787131886605,903.4255544368503,602.8286632903236
2012-12-12,230.03844502681932,365.8815613860815,900.583453408561,605.1561408446166
2012-12-13,232.65724949336288,367.113270397874,901.9967066633689,606.5733870397694
2012-12-14,234.12062658943717,370.71242010765707,901.5581108256698,606.8209060935708
2012-12-17,226.34304831956118,365.41447173485636,897.6594811572345,586.8596920773349
2012-12-18,219.56815435625458,354.3162936519786,867.4451012268607,555.9238025949725
2012-12-19,221.2631096459836,351.51695498881395,865.495786392643,551.9275675489221
2012-12-20,218.33635545383518,349.51742737226783,865.495786392643,535.9585963359334
2012-12-21,228.19074667319023,362.7143096414724,906.4313979112139,556.917871052981
2012-12-24,230.49421062071448,357.7170902222002,894.735508905908,548.9333854464867
2012-12-26,234.0417914596823,,,
2012-12-27,233.4258920084726,366.11510621169407,913.2539998309758,559.9120531554164
2012-12-28,248.20747883750516,374.3115698174401,933.7218055902613,556.917871052981
2012-12-31,231.88614338044837,374.31476906162663,933.7218055902613,556.917871052981
2013-01-02,209.40581341129467,343.3204913830679,854.5308904501687,504.2721652065605
2013-01-03,210.9455620393189,328.7223401601878,816.1137936974069,492.5469480934236
2013-01-04,210.9455620393189,333.32285330033716,838.0845211938744,501.69317635566284
2013-01-07,209.32451468373503,328.9238925439356,837.7180500050413,483.8917656959837
2013-01-08,210.9455620393189,327.6249994042273,833.1702984968115,491.04586479940264
2013-01-09,213.67522840708023,329.5893353347222,828.1176744465193,497.2019032020098
2013-01-10,212.1773609417383,329.3877829509744,826.1040322227724,507.34619216506087
2013-01-11,214.87253694023187,326.3229070203324,820.6537479462999,510.00901811482674
2013-01-14,220.64721019477392,332.12313673040944,829.0513962521096,523.9020230701269
2013-01-15,218.33635545383518,335.2551967889674,840.1956291593319,535.5434030843958
2013-01-16,218.64430517944004,332.7213953932801,835.1605489425478,530.3774408969938
2013-01-17,215.56480792339158,329.08385475325935,816.6011224059613,527.3113984241
2013-01-18,214.80848339730608,331.82240777688094,824.6420460971092,541.9469605408042
2013-01-21,,325.92300149702317,809.9403136174396,527.2275613252317
2013-01-22,212.48531066734313,333.4188306259314,824.2346392967578,538.9527784383688
2013-01-23,213.40915984415767,336.72045062637244,828.3769333194704,549.9314461472985
2013-01-24,213.0248385866028,338.21769690564213,824.3009160011211,547.9153635316587
2013-01-25,209.11264527251888,335.4535499285288,817.5757798230701,543.9430819424277
2013-01-28,211.36683726394637,339.94848801052456,824.6420460971092,549.101059644223
2013-01-29,212.1773609417383,347.82502719762317,843.1254493551611,559.6325961591891
2013-01-30,222.64765161230304,355.8103406870619,855.5055478672775,568.4794062111849
2013-01-31,218.72067671139007,360.0653354550721,862.8973497186308,586.3606617269289
2013-02-01,212.1773609417383,354.91775155903565,840.885686610645,579.8772594144556
2013-02-04,222.33970188669818,378.8448988296736,887.7920494664247,636.2636967675187
2013-02-05,218.02840572823035,369.66306801449366,879.6283189407211,619.7956952041241
2013-02-06,220.49200353306912,377.21008505038543,884.5016060262652,631.7724236138656
2013-02-07,221.44048868793203,378.976067841319,890.6750861062326,634.766605716301
2013-02-08,220.49200353306912,371.7169827822098,874.5113675008997,621.7918166057476
2013-02-11,220.64721019477392,372.2320610962321,887.7101782433874,624.8698358070512
2013-02-12,214.9489084721819,363.4821282462261,862.3281497870394,596.7564619865846
2013-02-13,211.86941121613344,356.71572679183396,846.6361653715871,562.0079806271212
2013-02-14,211.86941121613344,354.4666581287429,840.4802291251277,559.9120531554164
2013-02-15,212.87948631611732,361.28104824593214,855.1800122899632,566.898478061099
2013-02-18,,361.38022481571284,856.7238696386636,574.8829636675933
2013-02-19,210.17691952420918,354.8505674311197,849.9012677189017,569.9764972624026
2013-02-20,215.56480792339158,355.7463558033324,847.7648186605992,569.645141109733
2013-02-21,217.81899991481907,366.4766208047657,872.1000650509726,600.0859924844927
