IndexSymbol,VIXIG,VIXIG,VIXHY,VIXHY,VIXIE,VIXIE,VIXXO,VIXXO,VIXFS,VIXFS
IndexType,CreditVix_pc,CreditVix_bp,CreditVix_pc,CreditVix_bp,CreditVix_pc,CreditVix_bp,CreditVix_pc,CreditVix_bp,CreditVix_pc,CreditVix_bp
Date,,,,,,,,,,
2012-03-30,58.70947279,62.91255869,50.24028245,320.0578276,65.29483027,90.16098229,57.85847312,412.29515610000004,77.19184433,191.5811159
2012-04-02,57.14406188,60.16769645,50.64001516,320.08953039999994,63.62654788,86.80707716,59.87569723,414.323566,77.18760585,191.55244869999999
2012-04-03,56.00138587,59.34186536,48.7912516,309.9584645,62.59064649,86.00589779,59.6235115,410.3564617,77.25523067,187.43531130000002
2012-04-04,54.74838869,58.09087076,47.69450917,307.3207289,64.88423983,94.34426712,61.80672517,447.0654505,77.06721661,197.7716149
2012-04-05,55.78957783,61.81139416,49.80084973,327.03231580000005,66.96014626,98.80140229,61.76483462,449.65030830000006,77.02859102,203.3405609
2012-04-06,55.75805692,63.91634045,49.61604228,337.044825,,,,,,
2012-04-09,58.3872679,68.12819662,52.23094801,358.38287080000003,,,,,,
2012-04-10,62.34709594,75.92571634,57.02099373,413.8268621,71.66101225,114.81725459999998,61.08588221,481.6789657,76.9252561,219.8399278
2012-04-11,60.72080379,70.84005385,55.26943862,398.3722967,74.26921774,119.2931699,61.35774715,472.6285488,77.04560553,212.9919586
2012-04-12,55.92421502,60.64802654,51.99016629999999,344.87352630000004,70.68448677,105.7172035,64.91510394,463.381758,82.31747038,215.5357293
2012-04-13,58.11996142,67.18068826,53.83397608,386.9680263,70.86715291,113.48796570000002,64.28300749,485.74484739999997,83.11679922,228.1042055
2012-04-16,59.88178075,69.57993507,53.79542501,387.6043272,74.67468740000001,121.5321149,69.60529491,544.7887654,85.70442309999999,236.84177000000003
2012-04-17,56.37691927,62.82564367,52.85590672,368.5888862,71.83221436,108.5836069,64.94223817,476.06369169999994,80.3858878,214.93640109999998
2012-04-18,57.06739294,64.13059469,51.97306727,369.8624878,72.9637781,116.0742117,64.93555348,483.70772980000004,80.29372554,219.5169438
2012-04-19,58.41775917,67.02905857,52.13130473,375.18075269999997,74.61989042,122.336037,66.19432178,510.89129010000005,82.89371559,234.1768812
2012-04-20,56.70804484,64.31321762,52.01040577,377.3337474,75.10909518,122.2808403,66.53792197,502.9908197,84.45229282,243.08913430000004
2012-04-23,56.81711952,65.09441785,51.75378655,376.5027645,74.74338037,127.348956,66.55866831,521.1510317999999,81.46136655,237.84807090000004
2012-04-24,55.93415048,63.1831676,50.92717668,360.6700227,73.81199029,121.85544250000001,67.26667561,522.0664661999999,81.26144591,232.30747340000002
2012-04-25,54.19634089,59.63637547,47.60569829999999,320.0742313,70.76617381,115.0244207,62.70268096,469.8189897,83.22839386,234.3287529
2012-04-26,51.7998041,55.7987835,46.76453597,311.556965,70.00090055,115.4755908,61.51115144,456.2718717,83.16419099,234.1280585
2012-04-27,50.8155737,53.53803473,45.59970252,297.2514223,70.12311819,110.88238670000001,61.68841565,445.84199450000006,83.12443012,231.48786549999997
2012-04-30,50.44297037,53.07010179,44.97628696,286.0369648,67.39641107,109.19889939999999,61.54104545,448.07035099999996,71.49527154,188.91251680000002
2012-05-01,50.01534989,51.87700228,43.45490497,279.0556815,63.14217295,96.80307665,56.59241053,393.5443211,73.38595228,196.6914706
2012-05-02,49.45704031,51.50740316,44.59111099,291.2940099,64.37365097,103.2277464,54.53613164,390.28650039999997,70.82161421,190.36472759999998
2012-05-03,49.20469277,52.52965812,44.38006863,293.9497225,63.96825592,102.63252290000001,55.76835027,400.9166363,70.79220312,190.9692794
2012-05-04,49.98582579,55.07778489,44.793436299999996,299.5158968,63.12238912,102.8961891,54.35643564,389.051622,71.16466159999999,196.43211530000002
2012-05-07,51.78156708,57.91861216,46.83397094,319.3448095,,,,,,
2012-05-08,52.50150676,59.41445221,47.95492539999999,330.3198345,67.09449543,116.185275,57.88079271,445.1006017,74.39102421,214.1950477
2012-05-09,53.55096575,62.49713636,48.7372114,347.4473023,70.11863399,129.2482588,59.91328229,473.55951339999996,74.28366223,221.9360633
2012-05-10,52.89236170000001,60.82358184,46.63358039,319.9823051,68.07727372,120.57380490000001,61.91649828,490.77407310000007,75.69306614,222.40577000000002
2012-05-11,54.80833246,67.16848587,47.68667295,337.64018569999996,67.17651425,119.3344822,60.05901992,458.97732790000003,76.48507215,230.64986569999996
2012-05-14,63.18555408,82.52557778,52.18700044,393.8210172,72.03246851,140.1789631,64.50162979999999,539.5675757,81.51215606,264.3535712
2012-05-15,66.20726491,90.12808193,53.52780135,415.1126378,74.29167714,150.8674126,62.78138365,522.186122,79.36949576,259.35528230000006
2012-05-16,69.28201015,95.79936007,56.11319741,438.52915549999994,76.85556745,156.6342253,64.91728994,545.7061892999999,81.47534705,264.16850919999996
2012-05-17,72.6813724,105.8947888,56.29713584,454.32529580000005,75.97511331,156.8967345,66.32050011,574.9167852,81.12673618,275.83437230000004
2012-05-18,71.19336799,103.34850899999999,55.98672799,452.9872807,76.83797959,158.682411,66.20829349,577.1322225,80.9952333,278.1618759
2012-05-21,67.94613266,93.49828611,53.40687809999999,398.0144549,79.0103737,162.52025659999998,65.57166604,546.7381022999999,83.25047088,275.2295297
2012-05-22,65.91898585,89.65284671,52.4326493,383.8634964,74.59542973,141.8781716,61.84911662,488.2515658,79.57165404,243.3838059
2012-05-23,64.74098584,87.42374213,51.97450541,381.8552102,74.0938239,148.5075378,62.43598973,516.3147347,82.14831205,276.0807598
2012-05-24,65.08458105,88.23234588,50.19667486,359.4838309,75.92749307,149.86360380000002,62.75586897,502.7315739,82.13514879,273.6151614
2012-05-25,61.333191500000005,81.01568586,49.48072081,348.7872591,73.49773654,143.19263669999998,62.67205703,500.7142618,82.01088932,276.6300612
2012-05-28,,,,,72.44177678,136.60278290000002,59.91440992,465.01663269999995,81.64601809,271.3911172
2012-05-29,61.37187643,80.68354127,48.86283729,338.844041,71.20284317,131.94958799999998,60.44485793,464.89734749999997,81.68666746,266.97808760000004
2012-05-30,65.03431403,91.61720964,51.11728129,370.8556485,73.08756034,144.8953344,59.63404967,469.74047010000004,80.67657224,271.7952985
2012-05-31,66.17758241,94.25347253,53.02893874,396.1452859,73.19095802,148.5993636,60.60651263,487.97345549999994,80.67543931,270.77610219999997
2012-06-01,67.08435059,98.08449138,54.118027399999995,416.273144,71.92045354,149.2761476,60.38489546,496.19945839999997,80.61536852,273.6154077
2012-06-04,67.64651411,99.2992128,54.73073208,422.63607410000003,71.881399,148.98847560000002,60.3780615,496.5011301,80.58045048,273.6949917
2012-06-05,67.13812275,96.82057432,54.78233355,413.1569458,71.92100664,149.47135480000003,60.38054066,496.5383238,80.57567213,273.7852034
2012-06-06,63.86555001,87.88716823,54.17998207,401.2863452,69.55833977,134.239656,60.7223381,484.2446391,76.84595813,251.6583055
2012-06-07,64.27256985,88.79606120000001,55.43741228,394.7403158,68.89599911,131.3512532,58.24483054,447.5468239,77.05486196,242.98783590000002
2012-06-08,63.17231583,85.80228096,55.65528808,387.8953394,70.03137484,138.8104161,58.28997214,444.5149026,78.47603879,246.9659503
2012-06-11,65.48688022,93.41246499,57.01601523,420.818141,69.24899979,136.4464801,58.30753931,441.7876926,78.46093198,252.0783737
2012-06-12,64.0292632,89.51885957,56.01163828,399.69837889999997,71.59081949,149.47421530000003,60.32186715,469.4208553,78.33314179999999,260.412165
2012-06-13,64.37047336,90.84540128,55.81468431,401.6638118,71.42317365,148.0424121,60.72213037,477.5762709,78.27113119,250.35516040000002
2012-06-14,63.14669211,85.77259777,55.75798796,391.25413239999995,72.16748895,146.1442521,60.95071533,471.1981114,79.31846566,253.87119500000003
2012-06-15,62.91678558,83.12507228,54.95249574,376.7994597,72.28091413,141.4445444,59.94169797,441.47193269999997,79.36678418,247.7954384
2012-06-18,61.90040160000001,83.0220877,53.05209626,369.9697131,71.86261657,143.4009035,59.678397600000004,445.7149688999999,79.06586545,253.40402290000003
2012-06-19,58.29117288,74.59111616,50.58456843,338.701833,71.72122635,137.7330092,59.42218299,435.3503182,79.14446724,246.9209941
2012-06-20,56.88479442,72.21864555,49.24792032,324.3954845,69.64200542,128.4855251,60.11442195,434.77085980000004,79.14669585,243.80412969999998
2012-06-21,57.79030634,76.96873509999999,48.8742854,331.19459989999996,69.88685598,129.0663317,59.9169382,443.5545694,78.77268837,240.8392287
2012-06-22,56.41134025,73.11043016,47.77285867,311.098525,68.78285536,129.7010357,60.078706000000004,455.0797137,76.11371769,233.3013551
2012-06-25,57.83781112,77.87938972,49.20856118,333.4350986,69.0075158,135.9691299,60.36057418,470.04042810000004,75.91611602,245.2512186
2012-06-26,55.82984812,74.14359876,49.27067774,335.116013,68.85386153,137.7340929,61.80915351,492.70108020000004,78.13517632,255.93938509999998
2012-06-27,52.74404676,67.74769075,46.8401929,310.9531031,68.64973197,135.0611834,61.92737987,486.41437340000004,78.14071746,251.73721669999998
2012-06-28,53.94336521,70.66348097,46.82140008,314.3515267,68.72701823,133.8015778,59.80225542,460.01839689999997,78.08319315,253.20414240000002
2012-06-29,50.24175499,61.32284915,44.14005824,277.11194910000006,66.17908558,122.1662148,56.79138394,408.47326949999996,78.36985262,230.176512
2012-07-02,48.90064029,57.98696183,43.66759532,270.23023539999997,64.69310406,115.67249950000001,56.99675594,401.4513302,78.47697897,223.5018756
2012-07-03,48.58536694,56.6439084,43.38109959,264.7297686,62.77259472,107.01300330000001,55.55153315,378.8961477,68.78948786,186.852902
2012-07-04,48.58169959,56.41659345,,,63.27864468,111.55139960000001,55.16750097,390.5829196,68.63034988,192.88473630000001
2012-07-05,50.80313438,61.03534157,44.08994554,272.6851791,63.18219955,115.8780535,54.90100272,401.3629691,68.46823439,202.7057601
2012-07-06,52.00418369,65.42859144,44.670987100000005,281.97589260000007,66.47892745,130.2876162,54.66795885,410.8176564,68.33342592,212.48090860000002
2012-07-09,51.55135903,63.2538784,45.33906885,283.19601789999996,64.95184892,124.17811189999999,56.37326361,431.66435419999993,68.35979542,212.8031466
2012-07-10,51.95289752,64.74109512,45.53583898,290.95029619999997,64.22586795,119.6535656,56.52834066,424.37303729999996,69.31193328,214.5804091
2012-07-11,52.32016815,65.09762259,45.41224219,287.2844447,63.06361969,116.6724062,56.60276737,420.81470149999996,70.42740755,222.05478760000003
2012-07-12,51.96141592,65.11618373,45.39777818,291.1950199,63.03005053,116.7071176,54.83579699,405.0953194,70.69304235,220.324837
2012-07-13,50.47394633,62.368721400000005,44.95687585,284.1414568,62.67523046,116.5161851,54.87863895,405.1877473,70.68955496,217.448866
2012-07-16,50.49916457,63.20503772,45.40072612,290.85659460000005,61.45478924,114.101151,53.44029413,396.8529729,69.27359335,218.49250330000004
2012-07-17,49.60144067,61.02158163,45.23953525,287.5065029,60.8740149,112.8540499,54.2994505,400.9850786,68.08239448,208.77506630000002
2012-07-18,45.93406475,53.96392814,42.66608659,266.3538199,57.4509343,102.6638036,50.2112843,353.84413670000004,65.29004052,192.4595428
2012-07-19,46.54625273,55.25239635,42.04288128,261.63315750000004,55.40463041,97.30785354,49.35131052,340.05321739999994,64.2911981,190.250704
2012-07-20,47.92406092,58.76197418,42.70360304,272.3437788,55.00504141,101.1296434,49.02777759,360.43376,64.19976445,198.60587900000002
2012-07-23,50.10951072,63.20960341,44.57254208,289.3751975,58.82048376,113.4334604,50.53164808,368.2976639,64.23717664,207.4752454
2012-07-24,52.21201097,68.38573206,45.70147185,305.4599262,59.59275897,118.890831,50.42854173,374.1751139,64.20653606,211.5182917
2012-07-25,50.71779216,65.0914446,45.20113867,299.844378,59.39131036,118.74866010000001,50.58553027,374.7033536,65.95364519,215.23830180000002
2012-07-26,49.97291652,62.13634474,45.19252713,293.6903422,58.44748172,109.4396237,49.89228835,354.63906560000004,65.38297011,202.8558045
2012-07-27,46.41229226,53.38804886,42.44955945,258.50145069999996,56.72358481,100.9128785,50.17832508,344.9025983,64.58280612,187.7481901
2012-07-30,48.05862834,56.44561616,42.91871131,262.8886207,57.84538617,99.63923220000001,50.446659000000004,337.8314558,63.79104347,172.8770726
2012-07-31,48.64493419,57.77396073,43.82890011,274.97547810000003,59.25864037,105.0129567,48.91103636,331.4323938,64.86084611,179.9741467
2012-08-01,49.0629819,57.30763764,44.47592946,276.3761237,61.26316557,105.4828703,50.19210979,338.07143310000004,73.24914959,195.6792303
2012-08-02,51.48132888,62.9976507,46.75087313,298.70955239999995,64.04368128,119.739815,50.47828419,353.6673923,72.82914616,212.98883419999999
2012-08-03,48.32361379,54.960487699999995,43.93263299,264.8441436,61.69536809,101.9968298,49.49010277,311.74470180000003,67.32386681,177.96265590000002
2012-08-06,48.64341244,55.15547786,44.14217735,266.0947457,59.98722852,97.48339642,48.44933995,301.7700875,65.84044536,172.0293007
2012-08-07,48.23704181,55.04786531,42.53654524,254.0295207,59.87961301,97.63476817,49.81247598,307.8017882,65.85547612,173.3131294
2012-08-08,46.87454041,53.12459822,41.84757026,246.7771857,60.17617556,97.82146985,48.72329053,297.4216337,66.2413571,174.56022130000002
2012-08-09,46.08889587,51.51342221,41.99188763,244.3851212,58.69564522,91.25942327,47.58401369,283.6576716,67.12010407,168.64161909999999
2012-08-10,47.49485281,53.36153102,41.61949492,241.3977696,59.69663989,95.83840175,48.61656202,301.2460756,67.13476638,174.4519132
2012-08-13,47.48905366,53.41243138,43.43452118,256.4275658,59.82599803,96.36533994,49.38165307,306.9368284,66.97681184,174.5783471
2012-08-14,46.65935323,52.73968072,42.92204853,253.7663835,58.54882695,91.75801303,47.37091761,285.32674469999995,67.66715888,173.638789
2012-08-15,47.71299822,54.81976172,42.76390199,255.30691090000002,58.66347359,92.32706298,48.12743639,293.02350260000003,66.20381553,167.49443190000002
2012-08-16,46.48293462,52.02735608,41.91042466,245.7876858,58.78560301,92.9851243,48.63937194,301.36183189999997,66.15365828,168.4108082
2012-08-17,43.23415562,47.11505852,39.40002571,226.85927310000002,57.37370997,90.07140112,48.56307297,303.44309489999995,65.36134071,166.6382618
2012-08-20,43.44605002,46.97692511,39.3396659,224.34430519999998,56.94160708,87.48528976,47.3084408,284.0913738,62.40700889,155.7234939
2012-08-21,43.78351975,47.46552627,39.10650735,224.91464269999997,55.10131589,81.33520526,47.94682835,285.4388957,63.53961678,162.7123241
2012-08-22,44.57800676,48.89522385,40.05552594,232.63695959999998,56.35612406,87.74304769,47.58989418,292.23624839999997,65.03385761,166.9501649
2012-08-23,46.94053308,53.32413976,42.41062165,254.2891401,57.31918495,91.78088768,47.52474321,296.85911949999996,64.89220375,171.6376769
2012-08-24,46.48003741,52.27880596,41.82348127,247.74355099999997,58.865329,96.49879909999999,50.16135777,323.97684100000004,70.02881219,196.951825
2012-08-27,45.40206661,50.958250299999996,40.44913077,237.3503136,58.90913427,95.62897805,50.32346261,323.7093169,69.99213648,194.1294031
2012-08-28,45.10607676,50.8125036,41.38124954,245.230783,58.59442072,94.05430849999999,49.34067262,314.58045960000004,66.55281289,178.6894444
2012-08-29,45.32186358,51.07283608,40.70906453,240.6022418,59.97522124,96.41605052,49.77638269,311.23843680000004,66.54418929,177.5689935
2012-08-30,46.67633477,53.95198463,41.49863039,248.76922489999998,61.53520934,102.9135679,50.35233907,324.6093395,66.44067276,182.1947705
2012-08-31,47.75294417,54.78770608,41.8306466,247.2783645,64.18565965,105.913197,50.51757889,320.75569049999996,70.27126779999999,187.9991673
2012-09-03,47.75405268,54.80729173,,,63.25125339,100.5387084,51.12035674,312.4478747,68.9224043,177.3346477
2012-09-04,47.53979984,53.96530898,42.42714808,248.6656531,62.37683589,98.86649514,50.52449211,308.27907369999997,69.51837813,179.7651096
2012-09-05,47.85693872,53.78115445,42.787262,252.7183752,64.84034265,100.16521209999999,51.34265829,307.9633397,70.41628292,178.04987739999999
2012-09-06,44.66279691,46.55483411,39.65873001,219.2167233,62.695399699999996,91.54401921,50.89400597,289.2447254,68.82081615,160.7680635
2012-09-07,44.893438,46.38565077,38.61364028,206.7272146,59.67718068,82.71558392,47.65171691,257.8006673,63.00408574,138.3106434
2012-09-10,45.5839641,48.81033831,39.95452442,215.4236559,60.26518258,86.25008692,47.67757588,260.5840959,65.90378387,151.53128700000002
2012-09-11,46.52913013,49.04492973,39.94336138,212.85204669999996,59.26115659,82.48356343,47.56599596,256.0882505,64.3499852,142.7369492
2012-09-12,46.263562,47.07105371,41.44980047,216.8387156,60.20892296,83.2136744,48.27516348,257.0332379,64.60808492,136.869811
2012-09-13,45.49803436,43.0727369,39.16277708,190.792626,62.93079586,89.32061468,48.78507708,260.73916490000005,66.22792853,146.1555384
2012-09-14,45.48362755,41.56510502,39.52916881,188.1096701,60.58490383,78.21235203,46.62317425,228.6142498,63.74040436,125.35808259999999
2012-09-17,48.085404700000005,45.89559347,41.49916909,201.4711143,61.05596753,79.99422062,48.91040764,247.76292220000002,65.11392935,133.0391285
2012-09-18,48.11317686,45.68701616,41.99320128,206.1303026,61.69082927,83.0294025,48.94745896,250.09636740000002,65.51607368,135.24089880000002
2012-09-19,49.551260299999996,47.2321209,42.83280951,208.7553659,61.38676178,81.28140126,48.70496983,242.56031209999998,64.86758021,132.95933
2012-09-20,48.64176417,52.10030352,46.11915179,229.18110049999999,61.38654215,86.67784142,47.93158447,273.3874135,70.34487117,142.95490969999997
2012-09-21,48.23569005,51.72541339,44.77922645,223.08363870000002,59.08991146,81.57294784,47.50396761,262.9760314,67.19154945,131.8832488
2012-09-24,49.86232772,54.96948271,47.69589937,246.8894547,60.82443517,87.17904717,50.30727633,293.62964,68.75061621,138.812861
2012-09-25,50.01787404,56.94198736,50.33757253,275.41471310000003,62.24657745,92.08522632,51.71046665,310.5774133,70.7361252,148.76802759999998
2012-09-26,50.2068776,56.80267881,50.02742271,277.1067226,63.34913818,98.76734288,54.5780877,355.5739208,74.5526721,174.3697726
2012-09-27,48.72694999,53.17269609,47.1881217,259.9692791,62.97335729,94.84037121,53.58802151,338.0540939,73.03683321,164.66752759999997
2012-09-28,47.73467659,52.22248071,45.81170719,253.9798639,61.34415769,92.20358831,51.9865588,327.48767569999995,73.32714769,167.39122340000003
2012-10-01,47.25011935,51.2939614,46.25059717,253.96450959999999,60.06530778,87.25531311,52.02208328,326.131981,71.18340154,158.0621676
2012-10-02,46.80136202,50.43796395,46.28808735,255.30378739999998,59.88601291,86.15115235,51.48935359,318.64351489999996,69.76035636,150.4346726
2012-10-03,46.46122699,48.74330479,45.21019099,245.65918100000002,58.81036899,82.54994669,51.11215601,313.4634817,69.88429003,144.6311043
2012-10-04,46.37041364,48.249986299999996,44.7465628,239.19742340000002,59.67442836,84.47412649,49.15216155,291.2553894,68.58475648,141.2070759
2012-10-05,45.25654166,46.97764919,43.90703081,231.73005780000003,56.7238681,77.47422851,47.53068323,271.469585,66.01757481,127.77771329999999
2012-10-08,48.53984294,50.39273109,43.88663517,232.38503030000004,58.40573765,82.49629716,47.544659499999995,280.3909567,67.99400133,137.68107680000003
2012-10-09,46.51135462,50.01115915,45.50011922,252.10841380000002,57.22183889,81.92164538,49.17300996,294.370545,66.83257463,135.64324009999999
2012-10-10,47.58167503,51.9290512,45.84167363,257.0067763,58.22979866,84.48029261,49.97333927,304.0200296,69.21014649,142.39646509999997
2012-10-11,44.95017043,46.82406353,44.09247512,238.5702809,56.537830500000005,77.87375857,49.22865592,286.97236380000004,67.05150125,131.67813049999998
2012-10-12,45.41953773,47.787205900000004,43.84226179,239.7211304,55.02130896,73.98692105,46.85405656,269.27293710000004,66.93305964,126.0156199
2012-10-15,45.42458709,46.61751866,42.05454097,222.8346847,54.26317124,73.22572707,45.50799732,255.3907784,65.67026634,123.5137115
2012-10-16,44.02360888,43.418839500000004,40.30777659,204.82551469999999,52.30546909,67.44779877,44.21067372,236.34310440000002,63.4069981,114.5286604
2012-10-17,44.06204319,42.50027262,40.37144124,198.7151427,52.29275905,64.17989087,43.65381424,218.5485579,63.72363829999999,102.2012378
2012-10-18,44.96097754,44.26786848,41.67481083,211.084602,53.5911828,67.99426954,45.72047729,233.6772852,64.25914748,106.5394863
2012-10-19,46.18073132,46.77421446,43.92113044,231.0555702,54.74369516,72.34360868,46.75747002,248.43646,65.91892913,115.84277790000002
2012-10-22,46.89343215,48.00583121,46.211896,247.00985079999998,56.52050751,75.48006007,48.85442247,262.92251969999995,68.5555733,121.47631580000001
2012-10-23,49.2182407,52.14312879,47.65895864,262.3020957,57.46778451,79.81153316,49.76172587,279.5237038,68.79774453,127.8998675
2012-10-24,49.37954796,53.36152513,49.67786959,283.3811938,57.62888733,79.77424756,50.69422295,290.36482789999997,68.75357929,126.4369284
2012-10-25,49.15339629,52.75930049,49.39171215,279.6189605,57.52008568,79.67298891,51.99110621,299.66391969999995,68.62935755,125.629232
2012-10-26,49.91534493,54.26852257,47.72763895,270.6174659,57.16543519,79.80587923,52.70834556,308.2795661,70.01630112,133.6713976
2012-10-29,49.44538906,54.52241312,49.81661864,291.6679605,58.73990954,84.38505309,53.43099226,315.88252620000003,72.32179856,145.44997869999997
2012-10-30,49.44421158,54.59403497,49.79919524,292.2922373,57.52470861,80.39072666,52.73697415,303.2093836,69.85070656,131.514236
2012-10-31,49.36811509,54.02530564,48.29288048,276.23663189999996,56.75872807,80.05899314,50.94489467,291.6084389,68.26974943,129.49040549999998
2012-11-01,48.29795875,51.13331697,47.24807559,262.21553140000003,58.37838371,81.97036742,51.19207623,284.4923336,69.627337,129.8385537
2012-11-02,48.06498659,51.230290999999994,46.76814636,260.98019569999997,56.78517647,79.58891005,50.25219439,281.9160775,69.65926454,129.96143759999998
2012-11-05,48.03910245,51.14028877,46.4659967,259.3461369,56.46202413,78.66446061,50.39993214,282.56726210000005,69.69985147,132.02411419999999
2012-11-06,48.22875069,51.1823246,46.21456687,255.64614959999997,57.13852421,79.35175539,50.964228799999994,284.7094806,68.42414231,125.66000149999999
2012-11-07,49.43012623,54.61133413,48.36098753,279.83366010000003,58.12374028,83.71357144,51.70586209,295.4098473,69.15833645,128.6811065
2012-11-08,50.77780548,58.95612903,51.31408941,312.78911370000003,57.82481512,84.00745788,51.52198456,297.7109745,69.41866304,133.773867
2012-11-09,52.39016775,61.87356535,50.07246061,303.8283289,59.42596603,87.00300390000001,51.51842968,298.1201175,76.60423188,163.58977180000002
2012-11-12,52.39291635,61.88903343,50.08120218,303.88051260000003,56.84448249,81.911046,50.25105729,290.07909739999997,73.57244111,147.79069230000002
2012-11-13,51.39953789,60.44989481,48.74830855,292.96597060000005,56.43487307,80.27851604,50.85431779,295.1276354,72.80633693,146.6546735
2012-11-14,52.085345200000006,62.63271413,50.61726962,314.3478791,56.60685774,81.59071604,50.37676329,295.6530027,71.62180301,142.4966563
2012-11-15,52.81530091,64.67409952,51.32829528,322.46851560000005,57.18163298,85.66253091,53.15426601,324.7114088,72.08676138,145.8330257
2012-11-16,52.1202664,62.79525898,50.14235078,307.2416534,56.74745162,85.76567671,51.33200303,313.84000130000004,69.35441704,138.3553115
2012-11-19,50.629455,57.12399132,48.82128804,282.6745478,55.9901969,80.58093208,50.47265704,289.1861748,69.34714062,131.4481903
2012-11-20,48.59181457,53.97369499999999,45.16188056,256.2274555,53.30255939,73.64891425,47.9186429,267.43173590000004,65.85420534,119.1983207
2012-11-21,48.3435702,52.9801502,45.40452405,254.9270501,51.65086564,69.6125439,46.97533943,255.8106074,64.74832863,114.5180837
2012-11-22,48.353029299999996,53.00256122,,,50.5352448,67.53620462,46.46549665,252.0336316,64.76656313,112.396042
2012-11-23,47.79511698,51.67995955,44.77297169,246.127845,49.10116208,64.77246021,46.5879359,248.452314,64.77792159,110.9340666
2012-11-26,49.03771011,54.43347936,45.31068781,252.6736308,49.377623,66.33383414,47.26489233,260.7784014,65.04408487,116.8680582
2012-11-27,49.67775486,55.89451041,47.97706069,272.19916639999997,50.12928039,66.78332037,47.20495921,256.2026161,64.48748619,113.8881696
2012-11-28,49.17995441,54.69596046,46.48537876,258.09969069999994,50.12980936,67.92173427,47.72669333,262.450579,65.3437991,117.86294369999999
2012-11-29,47.6596305,52.34609734,46.32074319,255.3695559,50.28648419,66.60408591,47.68075772,256.099096,65.06286267,112.6919527
2012-11-30,46.2582683,50.06986684,44.60545192,243.4529367,48.2770076,63.71968728,46.58151136,249.2933747,65.72567589,114.4368273
2012-12-03,47.82059912,53.00187679999999,46.58682176,261.4971941,49.16049293,63.83766161,46.12768188,238.8916264,63.34958307,106.6444477
2012-12-04,47.69381473,52.82320757,45.74552482,250.0968672,48.83153772,62.85381120000001,46.12995374,238.81984500000002,62.57546975,102.39637330000001
