ticker,IBOXUMAE CBBT Curncy,ITRXESE CBBT Curncy,IHYG EU Equity,ERIXITSE Index,ERIXCDIG Index,IBOXHYSE CBBT Curncy,VIX Index,ERINCDHY Index,V2X Index,ITRXEBE CBBT Curncy,ERIXITEU Index,ITRXEXE CBBT Curncy,ERIXITXO Index,SPX Index,SX5E Index,TYVIX Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,TY1 Comdty,SPJGBV Index,JB1 Comdty,SRVIX Index,USFS0110 CMPN Curncy,SPX Index,SX5E Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,IHYG EU Equity,TY1 Comdty,JB1 Comdty
field,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,YLD_CNV_LAST,YLD_CNV_LAST
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-23,,,,,,,39.68,,59.8,,,,,833.7,2217.48,,86.89,,,106.82,115.34375,,139.38,,4.7522,1266.2461,2472.4744,87.1856,,,107.3754,,4.113,1.479
2002-09-24,,,,,,,40.52,,60.35,,,,,819.29,2187.22,,87.2,,,106.8,115.5,,139.58,,4.7334,1244.3763,2438.7347,87.4967,,,107.3553,,4.095,1.462
2002-09-25,,,,,,,37.33,,57.45,,,,,839.66,2238.11,,86.54,,,106.58,114.6875,,140.16,,4.8341,1275.6239,2495.4767,86.8344,,,107.1342,,4.187,1.415
2002-09-26,,,,,,,34.6,,55.72,,,,,854.95,2373.03,,86.48,,,106.7,114.703125,,140.01,,4.8322,1299.103,2645.9115,86.7742,,,107.2548,,4.185,1.427
2002-09-27,,,,,,,36.97,,56.95,,,,,827.37,2343.22,,87.05,,,107.55,115.28125,,140.13,,4.7404,1257.2198,2612.6736,87.3462,,,108.1092,,4.12,1.417
2002-09-30,,,,,,,39.69,,61.34,,,,,815.28,2204.39,,87.56,,,107.35,115.90625,,140.4,,4.6961,1238.8486,2457.8791,87.8579,,,107.9082,,4.05,1.396
2002-10-01,,,,,,,34.12,,57.67,,,,,847.91,2266.55,,86.54,,,106.83,115.21875,,140.7,,4.8213,1288.4311,2527.1871,87.0932,,,107.8348,,4.127,1.371
2002-10-02,,,,,,,36.83,,57.06,,,,,827.91,2361.73,,86.83,,,106.8,115.265625,,140.7,,4.7423,1258.3252,2633.3121,87.3851,,,107.8045,,4.122,1.371
2002-10-03,,,,,,,37.31,,58.9,,,,,818.95,2305.18,,86.78,,,106.75,115.34375,,140.85,,4.7837,1244.7362,2570.2593,87.3347,,,107.754,,4.113,1.359
2002-10-04,,,,,,,39.46,,60.66,,,,,800.58,2224.74,,86.87,,,106.5,115.390625,,140.82,,4.7798,1216.8154,2480.5692,87.4253,,,107.5017,,4.108,1.362
2002-10-07,,,,,,,42.64,,61.9,,,,,785.28,2207.62,,87.21,,,106.0,115.734375,,140.6,,4.7426,1193.5606,2461.4806,87.7675,,,106.997,,4.069,1.379
2002-10-08,,,,,,,41.02,,61.17,,,,,798.55,2170.54,,87.05,,,105.01,115.59375,,140.65,,4.7493,1214.2075,2420.1366,87.6065,,,105.9976,,4.085,1.375
2002-10-09,,,,,,,42.13,,58.2,,,,,776.76,2150.27,,87.49,,,104.62,116.15625,,140.85,,4.7097999999999995,1181.1878,2397.5357,88.0493,,,105.604,,4.022,1.359
2002-10-10,,,,,,,37.55,,52.28,,,,,803.92,2234.62,,86.99,,,104.6,115.703125,,141.15,,4.7998,1222.6174,2492.2486,87.5461,,,105.5838,,4.073,1.335
2002-10-11,,,,,,,35.7,,49.61,,,,,835.32,2351.81,,86.37,,,104.9,114.8125,,141.36,,4.8949,1270.3711,2622.9494,86.9221,,,105.8866,,4.173,1.318
2002-10-14,,,,,,,36.04,,51.35,,,,,841.44,2318.51,,86.3,,,105.09,,,141.35,,,1279.6785,2585.8103,86.8517,,,106.0784,,,1.319
2002-10-15,,,,,,,34.02,,48.42,,,,,881.27,2485.13,,84.85,,,103.85,113.296875,,141.69,,5.0776,1340.2563,2771.6399,85.3924,,,104.8267,,4.346,1.292
2002-10-16,,,,,,,36.0,,51.51,,,,,860.02,2444.85,,84.85,,,103.6,113.125,,141.65,,5.1365,1308.0534,2726.716,85.3924,,,104.5744,,4.366,1.295
2002-10-17,,,,,,,34.1,,51.1,,,,,879.2,2536.45,,84.4,,,102.82,112.5625,,141.52,,5.3035,1337.2508,2828.8765,84.9395,,,103.787,,4.431,1.305
2002-10-18,,,,,,,33.53,,51.73,,,,,884.39,2527.38,,84.65,,,103.09,112.6875,,141.37,,5.22,1345.1471,2818.7609,85.1911,,,104.0596,,4.417,1.317
2002-10-21,,,,,,,33.11,,50.94,,,,,899.72,2549.84,,84.0,,,102.48,112.140625,,141.53,,5.3913,1368.4639,2843.8103,84.537,,,103.4438,,4.48,1.305
2002-10-22,,,,,,,34.09,,51.22,,,,,890.16,2507.5,,83.96,,,102.9,112.046875,,141.1,,5.3936,1353.925,2796.5889,84.4967,,,103.8678,,4.491,1.339
2002-10-23,,,,,,,33.2,,52.16,,,,,896.14,2399.77,,84.14,,,103.1,112.125,,141.38,,5.3433,1363.046,2676.4387,84.6779,,,104.0697,,4.482,1.317
2002-10-24,,,,,,,34.03,,50.29,,,,,882.5,2469.62,,84.54,,,103.49,112.734375,,141.4,,5.2084,1342.3147,2754.3417,85.0804,,,104.4633,,4.411,1.315
2002-10-25,,,,,,,30.0,,48.68,,,,,897.65,2456.91,,84.91,,,104.2,113.140625,,141.4,,5.1717,1365.3594,2740.1664,85.4528,,,105.18,,4.364,1.315
2002-10-28,,,,,,,31.07,,46.91,,,,,890.23,2508.51,,85.01,,,104.49,113.359375,,141.6,,5.1588,1354.0733,2797.7153,85.5534,,,105.4728,,4.339,1.299
2002-10-29,,,,,,,32.27,,49.1,,,,,882.15,2383.5,,85.78,,,105.1,114.390625,,141.63,,5.0056,1341.9178,2658.293,86.3283,,,106.0885,,4.221,1.297
2002-10-30,,,,,,,31.23,,46.85,,,,,890.71,2468.8,,85.77,,,105.12,114.265625,,141.58,,5.0245,1355.1698,2753.4272,86.3183,,,106.1087,,4.235,1.301
2002-10-31,,,,,,,31.14,,45.07,,,,,885.76,2518.99,,86.21,,,106.25,114.71875,,141.98,,4.9484,1347.8908,2810.1294,86.7611,,,107.2493,,4.184,1.2690000000000001
2002-11-01,,,,,,,29.3,,44.79,,,,,900.96,2487.66,,85.4,,,104.98,114.25,,142.12,,5.0869,1371.0211,2775.1783,86.2424,,,106.4896,,4.237,1.258
2002-11-04,,,,,,,30.82,,43.36,,,,,908.35,2592.55,,85.13,,,105.2,113.8125,,142.09,,5.1197,1382.286,2893.0186,85.9698,,,106.7127,,4.287,1.26
2002-11-05,,,,,,,31.23,,43.23,,,,,915.39,2614.14,,84.9,,,105.09,113.625,,142.15,,5.1416,1393.0422,2917.1108,85.7375,,,106.6012,,4.309,1.255
2002-11-06,,,,,,,30.73,,44.58,,,,,923.76,2578.36,,85.18,,,105.41,113.84375,,141.97,,5.042,1406.0879,2877.184,86.0203,,,106.9258,,4.283,1.2690000000000001
2002-11-07,,,,,,,31.42,,46.62,,,,,902.65,2485.81,,86.01,,,106.9,114.78125,,141.93,,4.8356,1374.2518,2773.9078,86.8585,,,108.4372,,4.177,1.2730000000000001
2002-11-08,,,,,,,29.41,,47.69,,,,,894.74,2450.42,,86.22,,,107.04,115.046875,,142.02,,4.7751,1362.3051,2734.4162,87.0705,,,108.5792,,4.147,1.266
2002-11-11,,,,,,,31.3,,48.78,,,,,876.19,2434.73,,86.44,,,107.33,,,142.26,,,1334.0615,2716.9077,87.2927,,,108.8734,,,1.2469999999999999
2002-11-12,,,,,,,30.58,,46.06,,,,,882.95,2454.27,,86.17,,,106.44,115.078125,,142.21,,4.8257,1344.4073,2738.7124,87.02,,,107.9706,,4.143,1.25
2002-11-13,,,,,,,31.24,,46.15,,,,,882.53,2435.68,,86.27,,,106.85,115.265625,,142.19,,4.8283000000000005,1344.2356,2717.9678,87.121,,,108.3865,,4.122,1.252
2002-11-14,,,,,,,28.67,,44.23,,,,,904.27,2525.74,,85.19,,,106.14,113.953125,,141.75,,5.0846,1377.5171,2818.4655,86.0304,,,107.6662,,4.271,1.287
2002-11-15,,,,,,,26.65,,41.69,,,,,909.83,2535.73,,85.25,,,106.75,113.734375,,141.73,,5.0249,1386.0965,2829.6133,86.091,,,108.285,,4.296,1.289
2002-11-18,,,,,,,27.66,,40.23,,,,,900.36,2572.65,,85.33,,,107.49,113.90625,,141.62,,4.9573,1371.7339,2870.8123,86.1717,,,109.0357,,4.276,1.297
2002-11-19,,,,,,,27.41,,39.31,,,,,896.74,2550.47,,85.4,,,107.29,114.140625,,141.88,,4.9371,1366.2187,2846.0617,86.2424,,,108.8328,,4.25,1.2770000000000001
2002-11-20,,,,,,,25.32,,38.13,,,,,914.15,2544.38,,84.93,,,106.94,113.328125,,141.78,,5.0281,1392.8508,2839.2658,85.7678,,,108.4778,,4.343,1.285
2002-11-21,,,,,,,23.81,,35.64,,,,,933.76,2644.1,,84.44,,,106.94,112.859375,,141.25,,5.1347,1422.8144,2950.5431,85.273,,,108.4778,,4.397,1.327
2002-11-22,,,,,,,23.16,,34.8,,,,,930.55,2648.14,,84.34,,,106.5,112.65625,,141.66,,5.1815,1417.9389,2955.0513,85.172,,,108.0314,,4.42,1.294
2002-11-25,,,,,,,24.07,,34.63,,,,,932.88,2638.11,,84.21,,,106.49,112.65625,,142.08,,5.1679,1421.5105,2943.8589,85.0407,,,108.0213,,4.42,1.2610000000000001
2002-11-26,,,,,,,25.97,,36.58,,,,,913.31,2564.49,,84.97,,,107.09,113.453125,,142.32,,5.0409,1391.9717,2861.7065,85.8082,,,108.6299,,4.328,1.242
2002-11-27,,,,,,,27.25,,34.63,,,,,938.87,2654.77,,84.0,,,106.49,112.171875,,142.23,,5.2608,1431.045,2962.4497,84.8286,,,108.0213,,4.477,1.249
2002-11-28,,,,,,,,,34.27,,,,,,2669.89,,,,,,,,142.28,,,,2979.3221,,,,,,,1.245
2002-11-29,,,,,,,27.5,,35.83,,,,,936.31,2656.85,,84.12,,,106.49,112.515625,,142.15,,5.2467,1427.2256,2964.7708,84.9498,,,108.0213,,4.437,1.255
2002-12-02,,,,,,,27.46,,36.76,,,,,934.53,2662.49,,83.57,,,106.21,112.40625,,142.15,,5.201,1424.5238,2971.0644,84.9199,,,108.1992,,4.449,1.255
2002-12-03,,,,,,,28.33,,39.76,,,,,920.75,2585.42,,83.56,,,106.4,112.3125,,141.9,,5.1616,1403.542,2885.1936,84.9097,,,108.3927,,4.46,1.275
2002-12-04,,,,,,,28.92,,39.48,,,,,917.57,2577.0,,83.85,,,106.4,112.765625,,141.9,,5.1156,1399.1517,2875.7974,85.2044,,,108.3927,,4.408,1.275
2002-12-05,,,,,,,30.1,,42.42,,,,,906.55,2527.18,,84.08,,,106.64,113.203125,,141.78,,5.1028,1382.404,2820.2008,85.4381,,,108.6372,,4.357,1.285
2002-12-06,,,,,,,28.88,,42.72,,,,,912.23,2531.66,,84.42,,,106.7,113.59375,,141.83,,5.0381,1391.1105,2825.2003,85.7836,,,108.6983,,4.312,1.2810000000000001
2002-12-09,,,,,,,30.78,,47.1,,,,,892.0,2459.02,,84.74,,,106.7,113.953125,,141.89,,4.9861,1360.2922,2744.1378,86.1088,,,108.6983,,4.271,1.276
2002-12-10,,,,,,,28.76,,45.25,,,,,904.45,2486.94,,84.67,,,106.9,113.984375,,141.98,,5.0052,1379.3086,2775.2951,86.0377,,,108.9021,,4.267,1.2690000000000001
2002-12-11,,,,,,,27.76,,43.6,,,,,904.96,2515.34,,84.95,,,107.35,114.40625,,142.11,,4.9748,1380.385,2806.988,86.3222,,,109.3605,,4.219,1.258
2002-12-12,,,,,,,27.29,,44.31,,,,,901.59,2471.37,,85.02,,,107.35,114.34375,,141.56,,4.9762,1375.3208,2757.9198,86.3933,,,109.3605,,4.226,1.302
2002-12-13,,,,,,,28.18,,44.66,,,,,889.48,2429.42,,84.71,,,106.8,114.0625,,141.58,,5.0397,1356.8656,2711.1058,86.0783,,,108.8002,,4.258,1.301
2002-12-16,,,,,,,26.24,,42.47,,,,,910.4,2522.05,,84.36,,,106.75,113.59375,,141.93,,5.1364,1388.8185,2816.812,85.7227,,,108.7493,,4.312,1.2730000000000001
2002-12-17,,,,,,,26.66,,42.68,,,,,902.99,2490.61,,84.56,,,107.15,113.8125,,142.0,,5.0859,1377.5422,2781.6975,85.9259,,,109.1568,,4.287,1.267
2002-12-18,,,,,,,28.29,,45.53,,,,,891.12,2427.31,,85.08,,,107.69,114.34375,,141.93,,4.9993,1359.5485,2710.9994,86.4543,,,109.7069,,4.226,1.2730000000000001
2002-12-19,,,,,,,30.21,,50.51,,,,,884.25,2406.08,,85.52,,,108.38,114.9375,,141.93,,4.8995999999999995,1349.344,2687.2881,86.9014,,,110.4098,,4.159,1.2730000000000001
2002-12-20,,,,,,,26.71,,47.95,,,,,895.75,2438.97,,85.52,,,108.41,113.78125,,141.85,,4.9138,1366.8951,2724.0221,86.9014,,,110.4404,,4.291,1.279
2002-12-23,,,,,,,26.2,,46.69,,,,,897.38,2456.5,,85.47,,,108.43,113.71875,,141.8,,4.9356,1369.3912,2743.6009,86.8506,,,110.4607,,4.298,1.283
2002-12-24,,,,,,,26.49,,,,,,,892.47,2454.93,,85.79,,,108.66,114.109375,,141.97,,4.8957,1361.91,2741.8474,87.1758,,,110.695,,4.253,1.2690000000000001
2002-12-25,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,1.267
2002-12-26,,,,,,,27.37,,,,,,,889.66,,,85.92,,,109.02,114.234375,,141.86,,4.8479,1357.622,,87.3079,,,111.0618,,4.239,1.278
2002-12-27,,,,,,,29.55,,50.25,,,,,875.4,2364.99,,86.43,,,109.65,115.03125,,141.99,,4.7493,1336.4331,2641.3958,87.8261,,,111.7036,,4.148,1.268
2002-12-30,,,,,,,29.62,,51.21,,,,,879.39,2386.41,,86.59,,,109.98,115.265625,,142.06,,4.7314,1342.5611,2665.3192,87.9887,,,112.0398,,4.122,1.262
2002-12-31,,,,,,,28.62,,,,,,,879.82,2398.65,,86.15,,,109.69,115.046875,,,,4.7078,1343.3731,2678.9898,87.9647,,,112.2629,,4.147,
2003-01-02,,,,,,,25.39,,46.51,,,,,909.03,2522.24,9.06,84.79,,,107.33,113.40625,,,,4.9974,1388.1105,2817.6404,86.5761,,,109.8476,,4.334,
2003-01-03,,,,,,,24.68,,45.33,,,,,908.59,2502.19,8.69,84.93,,,107.94,113.4375,,,,4.9862,1387.4386,2795.2422,86.719,,,110.4719,,4.33,
2003-01-06,,,,,,,24.91,,44.59,,,,,929.01,2529.86,8.71,84.72,,,107.89,113.234375,,142.0,,5.006,1418.6222,2826.1528,86.5046,,,110.4207,,4.354,1.267
2003-01-07,,,,,,,25.13,,44.87,,,,,922.93,2504.91,8.15,84.99,,,108.3,113.53125,,141.99,,4.946,1409.4,2798.2807,86.7803,,,110.8403,,4.319,1.268
2003-01-08,,,,,,,25.53,,45.72,,,,,909.93,2449.78,7.85,85.19,,,108.41,113.828125,,142.07,,4.9709,1389.9958,2736.694,86.9845,,,110.9529,,4.285,1.262
2003-01-09,,,,,,,24.25,,43.93,,,,,927.58,2492.18,8.19,84.16,,,107.54,112.59375,,142.07,,5.1684,1417.0112,2784.0598,85.9328,,,110.0625,,4.428,1.262
2003-01-10,,,,,,,24.32,,41.41,,,,,927.57,2489.01,8.0,84.25,,,107.82,112.5625,,141.81,,5.1194,1416.9959,2781.1862,86.0247,,,110.3491,,4.431,1.282
2003-01-13,,,,,,,24.9,,40.59,,,,,926.26,2497.61,8.06,84.4,,,107.7,112.84375,,,,5.1084,1415.0857,2790.7958,86.1779,,,110.2263,,4.399,
2003-01-14,,,,,,,24.57,,39.82,,,,,931.66,2509.43,7.79,84.6,,,108.0,113.21875,,141.71,,5.0417,1423.3355,2804.0033,86.3821,,,110.5333,,4.355,1.29
2003-01-15,,,,,,,25.51,,39.62,,,,,918.22,2479.71,7.71,84.79,,,108.0,113.328125,,142.25,,5.0125,1403.0279,2770.7945,86.5761,,,110.5333,,4.343,1.2469999999999999
2003-01-16,,,,,,,25.01,,38.33,,,,,914.6,2474.88,7.77,84.76,,,107.75,113.296875,,142.35,,5.0374,1397.5165,2765.3976,86.5454,,,110.2774,,4.346,1.2389999999999999
2003-01-17,,,,,,,25.7,,41.46,,,,,901.78,2390.36,7.57,85.11,,,108.25,113.796875,,142.41,,4.9674,1377.9299,2670.9561,86.9028,,,110.7892,,4.289,1.2349999999999999
2003-01-20,,,,,,,,,43.55,,,,,,2352.81,,,,,,,,142.45,,,,2628.9982,,,,,,,1.232
2003-01-21,,,,,,,27.59,,45.96,,,,,887.62,2326.93,7.6899999999999995,85.4,,,108.32,114.0625,,142.44,,4.9091000000000005,1356.297,2600.0802,87.1989,,,110.8608,,4.258,1.232
2003-01-22,,,,,,,29.01,,48.85,,,,,878.36,2278.22,7.31,85.75,,,108.54,114.546875,,142.54,,4.864,1342.2814,2545.9826,87.5563,,,111.086,,4.203,1.224
2003-01-23,,,,,,,27.53,,47.57,,,,,887.34,2269.04,7.48,85.57,,,108.59,114.359375,,142.58,,4.8807,1356.0103,2535.7236,87.3725,,,111.1371,,4.225,1.221
2003-01-24,,,,,,,31.51,,47.16,,,,,861.4,2234.56,7.64,85.74,,,109.08,114.6875,,142.72,,4.8809000000000005,1316.3789,2499.1248,87.5461,,,111.6386,,4.187,1.21
2003-01-27,,,,,,,34.69,,53.14,,,,,847.48,2154.53,8.41,85.48,,,108.44,114.296875,,142.84,,4.9399,1295.1066,2409.6195,87.2806,,,110.9836,,4.232,1.201
2003-01-28,,,,,,,31.93,,52.41,,,,,858.54,2159.8,8.4,85.49,,,108.77,114.15625,,142.88,,4.9425,1312.0083,2415.5134,87.2908,,,111.3213,,4.248,1.198
2003-01-29,,,,,,,31.26,,51.29,,,,,864.36,2189.03,8.29,85.12,,,108.13,113.703125,,142.93,,4.9932,1321.1496,2448.2042,86.913,,,110.6663,,4.3,1.194
2003-01-30,,,,,,,31.32,,47.19,,,,,844.61,2238.19,8.45,85.45,,,108.5,114.046875,,143.11,,4.9138,1291.226,2503.1845,87.25,,,111.045,,4.26,1.18
2003-01-31,,,,,,,31.17,,44.35,,,,,855.7,2248.17,7.95,85.49,,,108.8,113.921875,,142.79,,4.9177,1308.1802,2514.3461,87.2908,,,111.3521,,4.275,1.205
2003-02-03,,,,,,,31.02,,42.54,,,,,860.32,2270.73,8.38,85.08,,,108.45,113.96875,,142.83,,4.9556000000000004,1315.2584,2540.4097,87.1558,,,111.4598,,4.269,1.202
2003-02-04,,,,,,,32.76,,47.24,,,,,848.2,2184.36,8.32,85.36,,,108.66,114.4375,,142.56,,4.8797,1296.7402,2443.7821,87.4426,,,111.6756,,4.216,1.223
2003-02-05,,,,,,,33.04,,45.26,,,,,843.59,2225.44,8.47,85.03,,,108.5,113.921875,,142.48,,4.9582,1289.969,2489.7409,87.1046,,,111.5112,,4.275,1.229
2003-02-06,,,,,,,33.35,,46.86,,,,,838.15,2169.88,8.29,85.36,,,108.69,114.34375,,142.5,,4.8989,1282.0304,2427.5824,87.4426,,,111.7064,,4.226,1.228
2003-02-07,,,,,,,34.01,,46.4,,,,,829.69,2133.6,8.3,85.4,,,108.93,114.578125,,142.63,,4.8824,1269.1054,2386.9937,87.4836,,,111.9531,,4.2,1.217
2003-02-10,,,,,,,33.99,,45.79,,,,,835.97,2125.75,8.61,85.24,,,108.26,114.171875,,142.78,,4.9191,1278.7531,2378.2114,87.3197,,,111.2645,,4.246,1.206
2003-02-11,,,,,,,33.68,,43.25,,,,,829.2,2190.28,8.31,85.32,,,108.66,114.390625,,,,4.9049,1268.4479,2450.4052,87.4016,,,111.6756,,4.221,
2003-02-12,,,,,,,34.33,,44.37,,,,,818.68,2136.6,8.36,85.69,,,108.51,114.8125,,142.52,,4.8505,1252.8143,2390.35,87.7807,,,111.5214,,4.173,1.226
2003-02-13,,,,,,,33.7,,44.4,,,,,817.37,2123.71,8.79,86.0,,,108.51,115.359375,,142.56,,4.8054,1250.9679,2375.9291,88.0982,,,111.5214,,4.111,1.223
2003-02-14,,,,,,,32.62,,42.53,,,,,834.89,2199.97,8.89,85.7,,,108.46,114.828125,,142.64,,4.8856,1277.7966,2461.246,87.7909,,,111.47,,4.171,1.217
2003-02-17,,,,,,,,,41.92,,,,,,2240.3,,,,,,,,142.35,,,,2506.3657,,,,,,,1.2389999999999999
2003-02-18,,,,,,,31.11,,40.31,,,,,851.17,2280.82,8.83,85.7,,,108.8,114.890625,,142.39,,4.8713,1302.8249,2551.698,87.7909,,,111.8195,,4.164,1.236
2003-02-19,,,,,,,31.31,,41.3,,,,,845.13,2208.18,8.53,86.02,,,109.15,115.390625,,142.48,,4.7909,1293.8178,2470.431,88.1187,,,112.1792,,4.108,1.229
2003-02-20,,,,,,,31.16,,41.71,,,,,837.1,2173.77,8.57,86.32,,,109.43,115.703125,,142.63,,4.7801,1281.5931,2431.9344,88.426,,,112.467,,4.073,1.217
2003-02-21,,,,,,,30.25,,40.69,,,,,848.17,2208.25,8.23,86.0,,,109.13,115.328125,,142.85,,4.7973,1298.5529,2470.5094,88.0982,,,112.1586,,4.115,1.2
2003-02-24,,,,,,,31.98,,44.66,,,,,832.58,2160.58,8.08,86.34,,,109.49,115.703125,,143.02,,4.7472,1274.6932,2417.1779,88.4465,,,112.5286,,4.073,1.187
2003-02-25,,,,,,,31.74,,49.33,,,,,838.57,2081.3,8.01,86.46,,,109.69,115.890625,,143.24,,4.7273,1283.8696,2328.4823,88.5694,,,112.7342,,4.052,1.17
2003-02-26,,,,,,,31.94,,48.11,,,,,827.55,2058.97,8.05,86.72,,,109.99,116.1875,,143.14,,4.6425,1267.5335,2303.5004,88.8358,,,113.0425,,4.018,1.177
2003-02-27,,,,,,,30.53,,46.71,,,,,837.28,2104.41,8.05,86.8,,,110.45,116.3125,,143.15,,4.6388,1282.598,2354.337,88.9177,,,113.5153,,4.004,1.177
2003-02-28,,,,,,,29.63,,44.5,,,,,841.15,2140.73,8.26,87.09,,,110.49,116.71875,,143.2,,4.5887,1288.5521,2394.9704,89.2148,,,113.5564,,3.959,1.173
2003-03-03,,,,,,,30.43,,43.91,,,,,834.81,2142.39,8.01,87.03,,,110.7,116.90625,,143.16,,4.5548,1278.8492,2396.8276,89.3993,,,114.207,,3.9379999999999997,1.176
2003-03-04,,,,,,,31.83,,44.61,,,,,821.99,2093.04,8.0,87.2,,,110.76,117.125,,143.32,,4.5359,1259.2198,2341.6166,89.574,,,114.2689,,3.914,1.163
2003-03-05,,,,,,,30.38,,43.65,,,,,829.85,2080.6,7.9399999999999995,87.36,,,110.7,117.40625,,143.3,,4.5341000000000005,1271.6683,2327.6992,89.7383,,,114.207,,3.883,1.165
2003-03-06,,,,,,,31.37,,43.85,,,,,822.1,2043.35,8.0,87.18,,,110.51,117.203125,,143.34,,4.5744,1259.898,2286.0253,89.5534,,,114.011,,3.9050000000000002,1.162
2003-03-07,,,,,,,31.08,,45.01,,,,,828.89,1992.45,8.05,87.47,,,110.54,117.46875,,143.37,,4.5615,1270.341,2229.0802,89.8513,,,114.0419,,3.876,1.159
2003-03-10,,,,,,,33.31,,47.17,,,,,807.48,1936.39,8.34,87.76,,,110.85,117.8125,,143.34,,4.4931,1237.5652,2166.3623,90.1492,,,114.3617,,3.838,1.162
2003-03-11,,,,,,,33.61,,45.24,,,,,800.73,1934.34,8.06,87.74,,,110.6,117.59375,,143.57,,4.5119,1227.2432,2164.0689,90.1287,,,114.1038,,3.862,1.144
2003-03-12,,,,,,,33.51,,50.04,,,,,804.19,1849.64,8.1,87.54,,,110.4,117.46875,,143.14,,4.5042,1233.0542,2069.3096,89.9232,,,113.8975,,3.876,1.177
2003-03-13,,,,,,,31.76,,45.98,,,,,831.9,1974.92,8.4,86.56,,,109.7,116.28125,,143.05,,4.6948,1275.5976,2209.4683,88.9165,,,113.1753,,4.008,1.184
2003-03-14,,,,,,,30.98,,46.95,,,,,833.27,2079.71,8.27,86.85,,,109.57,116.59375,,142.93,,4.6349,1277.7155,2326.7035,89.2144,,,113.0412,,3.973,1.194
2003-03-17,,,,,,,31.75,,50.33,,,,,862.79,2158.0,8.81,86.17,,,109.0,115.890625,,143.05,,4.8161000000000005,1323.0275,2414.2915,88.5159,,,112.4531,,4.052,1.184
2003-03-18,,,,,,,30.43,,52.23,,,,,866.45,2153.86,9.03,85.7,,,108.57,115.359375,,143.03,,4.8724,1328.68,2409.6598,88.0331,,,112.0095,,4.111,1.186
2003-03-19,,,,,,,31.54,,52.88,,,,,874.02,2187.16,9.93,85.29,,,108.0,114.90625,,143.08,,4.958,1340.3611,2446.9146,87.612,,,111.4215,,4.162,1.182
2003-03-20,,,,,,,30.44,,50.45,,,,,875.67,2156.89,9.68,85.35,,,108.19,114.96875,,142.72,,4.9502,1342.922,2413.0497,87.6736,,,111.6175,,4.155,1.21
2003-03-21,,,,,,,28.67,,45.84,,,,,895.79,2249.11,9.68,84.57,,,107.64,112.65625,,,,5.1157,1373.7779,2516.222,86.8724,,,111.0501,,4.42,
2003-03-24,,,,,,,30.39,,50.15,,,,,864.23,2124.78,8.82,85.39,,,108.5,113.5,,142.69,,4.9504,1325.3868,2377.1262,87.7147,,,111.9373,,4.323,1.213
2003-03-25,,,,,,,28.75,,49.74,,,,,874.74,2184.98,8.48,85.4,,,108.62,113.546875,,143.0,,4.9141,1341.505,2444.4757,87.725,,,112.0611,,4.318,1.188
2003-03-26,,,,,,,28.23,,48.06,,,,,869.95,2172.64,8.29,85.6,,,109.1,113.734375,,142.93,,4.8877,1334.2104,2430.6702,87.9304,,,112.5563,,4.296,1.194
2003-03-27,,,,,,,27.96,,46.61,,,,,868.52,2132.51,8.13,85.76,,,109.25,113.921875,,142.72,,4.8667,1332.2197,2385.7742,88.0948,,,112.7111,,4.275,1.21
2003-03-28,,,,,,,27.75,,45.9,,,,,863.5,2132.11,7.84,85.9,,,109.69,114.34375,,142.72,,4.8667,1324.5469,2389.4568,88.2386,,,113.165,,4.226,1.21
2003-03-31,,,,,,,29.15,,48.27,,,,,848.18,2036.86,7.98,86.52,,,110.2,114.875,,143.06,,4.7489,1301.0507,2282.7101,88.8755,,,113.6912,,4.166,1.184
2003-04-01,,,,,,,28.36,,46.74,,,,,858.48,2067.23,7.85,86.16,,,110.06,114.859375,,142.97,,4.7603,1316.8641,2316.7457,88.7611,,,114.0435,,4.168,1.191
2003-04-02,,,,,,,28.02,,45.03,,,,,880.9,2160.23,8.24,85.55,,,109.74,114.09375,,142.88,,4.8986,1351.5012,2420.9709,88.1327,,,113.7119,,4.255,1.198
2003-04-03,,,,,,,28.21,,45.69,,,,,876.45,2182.97,8.39,85.7,,,109.75,114.28125,,142.96,,4.8708,1344.6964,2446.4556,88.2872,,,113.7223,,4.233,1.191
2003-04-04,,,,,,,29.13,,43.98,,,,,878.85,2223.17,8.04,85.55,,,109.48,114.125,,142.83,,4.9207,1348.3839,2491.5078,88.1327,,,113.4425,,4.251,1.202
