ticker,IHYG EU Equity,ITRXESE CBBT Curncy,IBOXUMAE CBBT Curncy,ERIXITSE Index,ERIXCDIG Index,IBOXHYSE CBBT Curncy,ERINCDHY Index,VIX Index,ITRXEBE CBBT Curncy,V2X Index,ERIXITEU Index,ITRXEXE CBBT Curncy,ERIXITXO Index,SPX Index,SX5E Index,TYVIX Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,TY1 Comdty,SPJGBV Index,JB1 Comdty,SRVIX Index,USFS0110 CMPN Curncy,SPX Index,SX5E Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,IHYG EU Equity,TY1 Comdty,JB1 Comdty
1989-08-16,,,,,,,,,,,,,,345.66,1018.81,,,,,,98.8125,,106.46,,,391.5496,1018.81,,,,,,8.176,5.029
1989-08-17,,,,,,,,,,,,,,344.45,1020.37,,,,,,98.5,,106.56,,,390.2005,1020.37,,,,,,8.223,5.015
1989-08-18,,,,,,,,,,,,,,346.03,1017.81,,,,,,98.59375,,106.47,,,391.9938,1017.81,,,,,,8.209,5.027
1989-08-21,,,,,,,,,,,,,,340.67,1024.69,,,,,,98.21875,,106.69,,,385.992,1024.69,,,,,,8.265,4.996
1989-08-22,,,,,,,,,,,,,,341.19,1021.3,,,,,,97.75,,106.66,,,386.6277,1021.3,,,,,,8.336,5.0
1989-08-23,,,,,,,,,,,,,,344.7,1020.27,,,,,,98.0,,106.48,,,390.6074,1020.27,,,,,,8.298,5.026
1989-08-24,,,,,,,,,,,,,,351.52,1026.17,,,,,,98.21875,,106.42,,,398.3413,1026.17,,,,,,8.265,5.034
1989-08-25,,,,,,,,,,,,,,350.52,1036.91,,,,,,98.1875,,106.52,,,397.2535,1036.91,,,,,,8.27,5.02
1989-08-28,,,,,,,,,,,,,,352.09,1034.95,,,,,,97.78125,,106.43,,,399.2141,1034.95,,,,,,8.331,5.033
1989-08-29,,,,,,,,,,,,,,349.84,1031.44,,,,,,97.90625,,106.38,,,396.7355,1031.44,,,,,,8.312,5.04
1989-08-30,,,,,,,,,,,,,,350.65,1034.36,,,,,,98.0625,,106.56,,,397.6643,1034.36,,,,,,8.289,5.015
1989-08-31,,,,,,,,,,,,,,351.45,1038.1,,,,,,98.0,,106.38,,,398.5739,1038.1,,,,,,8.298,5.04
1989-09-01,,,,,,,,,,,,,,353.73,1040.88,,,,,,98.625,,106.09,,,401.2696,1040.88,,,,,,8.204,5.081
1989-09-04,,,,,,,,,,,,,,,1048.98,,,,,,,,105.94,,,,1048.98,,,,,,,5.102
1989-09-05,,,,,,,,,,,,,,352.56,1056.54,,,,,,98.375,,105.61,,,399.9956,1056.54,,,,,,8.242,5.15
1989-09-06,,,,,,,,,,,,,,349.24,1048.36,,,,,,98.46875,,105.1,,,396.2392,1048.36,,,,,,8.228,5.223
1989-09-07,,,,,,,,,,,,,,348.35,1055.11,,,,,,98.4375,,104.27,,,395.2475,1055.11,,,,,,8.232,5.344
1989-09-08,,,,,,,,,,,,,,348.76,1058.95,,,,,,98.59375,,103.99,,,395.715,1058.95,,,,,,8.209,5.386
1989-09-11,,,,,,,,,,,,,,347.66,1054.81,,,,,,98.8125,,103.3,,,394.6246,1054.81,,,,,,8.176,5.4879999999999995
1989-09-12,,,,,,,,,,,,,,348.7,1052.11,,,,,,98.8125,,103.7,,,395.8324,1052.11,,,,,,8.176,5.429
1989-09-13,,,,,,,,,,,,,,345.46,1049.45,,,,,,98.5625,,104.0,,,392.1646,1049.45,,,,,,8.214,5.384
1989-09-14,,,,,,,,,,,,,,343.16,1048.53,,,,,,98.875,,103.9,,,389.5775,1048.53,,,,,,8.167,5.399
1989-09-15,,,,,,,,,,,,,,345.06,1047.16,,,,,,99.15625,,,,,391.7436,1047.16,,,,,,8.125,
1989-09-18,,,,,,,,,,,,,,346.73,1050.93,,,,,,99.0625,,103.48,,,393.6623,1050.93,,,,,,8.139,5.461
1989-09-19,,,,,,,,,,,,,,346.55,1047.17,,,,,,99.09375,,104.12,,,393.6282,1047.17,,,,,,8.134,5.366
1989-09-20,,,,,,,,,,,,,,346.47,1045.66,,,,,,98.90625,,104.18,,,393.5396,1045.66,,,,,,8.162,5.358
1989-09-21,,,,,,,,,,,,,,345.7,1045.93,,,,,,98.1875,,104.44,,,392.7309,1045.93,,,,,,8.27,5.319
1989-09-22,,,,,,,,,,,,,,347.05,1051.84,,,,,,98.125,,104.77,,,394.2679,1051.84,,,,,,8.279,5.271
1989-09-25,,,,,,,,,,,,,,344.23,1050.59,,,,,,97.375,,105.8,,,391.2369,1050.59,,,,,,8.393,5.122
1989-09-26,,,,,,,,,,,,,,344.33,1045.46,,,,,,97.65625,,105.4,,,391.3654,1045.46,,,,,,8.35,5.18
1989-09-27,,,,,,,,,,,,,,345.1,1042.05,,,,,,97.625,,105.3,,,392.2542,1042.05,,,,,,8.355,5.194
1989-09-28,,,,,,,,,,,,,,348.6,1041.53,,,,,,97.6875,,105.18,,,396.2984,1041.53,,,,,,8.346,5.212
1989-09-29,,,,,,,,,,,,,,349.15,1032.57,,,,,,97.625,,105.41,,,396.9566,1032.57,,,,,,8.355,5.178
1989-10-02,,,,,,,,,,,,,,350.87,1027.48,,,,,,97.65625,,105.22,,,398.9382,1027.48,,,,,,8.35,5.206
1989-10-03,,,,,,,,,,,,,,354.71,1039.75,,,,,,98.03125,,104.72,,,403.4612,1039.75,,,,,,8.294,5.2780000000000005
1989-10-04,,,,,,,,,,,,,,356.94,1042.4,,,,,,98.1875,,104.74,,,406.0614,1042.4,,,,,,8.27,5.275
1989-10-05,,,,,,,,,,,,,,356.97,1041.49,,,,,,98.5625,,104.71,,,406.0955,1041.49,,,,,,8.214,5.28
1989-10-06,,,,,,,,,,,,,,358.78,1047.81,,,,,,99.3125,,104.38,,,408.1842,1047.81,,,,,,8.102,5.328
1989-10-09,,,,,,,,,,,,,,359.8,1055.47,,,,,,99.78125,,104.7,,,409.3447,1055.47,,,,,,8.032,5.281
1989-10-10,,,,,,,,,,,,,,359.13,1054.76,,,,,,99.40625,,,,,408.5881,1054.76,,,,,,8.088,
1989-10-11,,,,,,,,,,,,,,356.99,1043.02,,,,,,99.0625,,103.95,,,406.1591,1043.02,,,,,,8.139,5.392
1989-10-12,,,,,,,,,,,,,,355.39,1042.72,,,,,,99.3125,,103.77,,,404.3387,1042.72,,,,,,8.102,5.418
1989-10-13,,,,,,,,,,,,,,333.62,1035.84,,,,,,99.75,,104.25,,,379.5703,1035.84,,,,,,8.037,5.3469999999999995
1989-10-16,,,,,,,,,,,,,,342.85,960.81,,,,,,99.65625,,105.45,,,390.1455,960.81,,,,,,8.051,5.173
1989-10-17,,,,,,,,,,,,,,341.16,981.08,,,,,,99.5625,,105.4,,,388.244,981.08,,,,,,8.065,5.18
1989-10-18,,,,,,,,,,,,,,341.76,983.38,,,,,,99.4375,,105.0,,,388.9325,983.38,,,,,,8.083,5.2379999999999995
1989-10-19,,,,,,,,,,,,,,347.13,1001.41,,,,,,99.75,,104.9,,,395.0505,1001.41,,,,,,8.037,5.252
1989-10-20,,,,,,,,,,,,,,347.16,999.85,,,,,,99.59375,,104.9,,,395.0881,999.85,,,,,,8.06,5.252
1989-10-23,,,,,,,,,,,,,,344.83,1001.27,,,,,,100.03125,,104.4,,,392.483,1001.27,,,,,,7.995,5.325
1989-10-24,,,,,,,,,,,,,,343.7,983.84,,,,,,100.40625,,104.3,,,391.2014,983.84,,,,,,7.9399999999999995,5.34
1989-10-25,,,,,,,,,,,,,,342.5,973.82,,,,,,100.375,,104.7,,,389.8857,973.82,,,,,,7.945,5.281
1989-10-26,,,,,,,,,,,,,,337.93,971.67,,,,,,100.15625,,104.47,,,384.7608,971.67,,,,,,7.977,5.315
1989-10-27,,,,,,,,,,,,,,335.06,959.03,,,,,,99.90625,,104.19,,,381.4976,959.03,,,,,,8.014,5.356
1989-10-30,,,,,,,,,,,,,,335.07,965.83,,,,,,100.03125,,104.11,,,381.5762,965.83,,,,,,7.995,5.368
1989-10-31,,,,,,,,,,,,,,340.36,970.43,,,,,,100.0,,104.11,,,387.7394,970.43,,,,,,8.0,5.368
1989-11-01,,,,,,,,,,,,,,341.2,972.43,,,,,,100.1875,,104.03,,,388.7077,972.43,,,,,,7.9719999999999995,5.38
1989-11-02,,,,,,,,,,,,,,338.48,969.91,,,,,,100.375,,103.88,,,385.8231,969.91,,,,,,7.945,5.402
1989-11-03,,,,,,,,,,,,,,337.62,961.72,,,,,,99.96875,,,,,384.8565,961.72,,,,,,8.005,
1989-11-06,,,,,,,,,,,,,,332.61,958.61,,,,,,99.65625,,103.18,,,379.2824,958.61,,,,,,8.051,5.506
1989-11-07,,,,,,,,,,,,,,334.81,947.37,,,,,,100.375,,102.91,,,381.9598,947.37,,,,,,7.945,5.547
1989-11-08,,,,,,,,,,,,,,338.15,954.83,,,,,,100.59375,,103.6,,,385.7862,954.83,,,,,,7.913,5.444
1989-11-09,,,,,,,,,,,,,,336.57,960.36,,,,,,100.3125,,103.55,,,384.0965,960.36,,,,,,7.954,5.451
1989-11-10,,,,,,,,,,,,,,339.1,970.55,,,,,,100.3125,,103.5,,,387.0956,970.55,,,,,,7.954,5.458
1989-11-13,,,,,,,,,,,,,,339.55,982.49,,,,,,100.28125,,103.33,,,387.7532,982.49,,,,,,7.959,5.484
1989-11-14,,,,,,,,,,,,,,337.99,977.94,,,,,,100.375,,103.46,,,386.0242,977.94,,,,,,7.945,5.464
1989-11-15,,,,,,,,,,,,,,340.54,973.5,,,,,,100.71875,,103.74,,,388.9572,973.5,,,,,,7.895,5.423
1989-11-16,,,,,,,,,,,,,,340.58,985.33,,,,,,100.71875,,103.85,,,389.0725,985.33,,,,,,7.895,5.406
1989-11-17,,,,,,,,,,,,,,341.61,985.81,,,,,,100.25,,104.02,,,390.2995,985.81,,,,,,7.963,5.381
1989-11-20,,,,,,,,,,,,,,339.35,989.62,,,,,,100.28125,,103.8,,,387.7608,989.62,,,,,,7.959,5.414
1989-11-21,,,,,,,,,,,,,,339.59,984.76,,,,,,100.46875,,103.54,,,388.0407,984.76,,,,,,7.931,5.452
1989-11-22,,,,,,,,,,,,,,341.91,990.51,,,,,,100.75,,103.62,,,390.6917,990.51,,,,,,7.89,5.441
1989-11-23,,,,,,,,,,,,,,,996.73,,,,,,,,,,,,996.73,,,,,,,
1989-11-24,,,,,,,,,,,,,,343.97,1005.91,,,,,,100.875,,103.94,,,393.0925,1005.91,,,,,,7.872,5.393
1989-11-27,,,,,,,,,,,,,,345.61,1010.0,,,,,,100.4375,,104.23,,,395.1392,1010.0,,,,,,7.936,5.35
1989-11-28,,,,,,,,,,,,,,345.77,1009.79,,,,,,100.40625,,103.7,,,395.3839,1009.79,,,,,,7.9399999999999995,5.429
1989-11-29,,,,,,,,,,,,,,343.6,1013.96,,,,,,100.21875,,103.78,,,392.9117,1013.96,,,,,,7.968,5.417
1989-11-30,,,,,,,,,,,,,,345.99,1023.52,,,,,,100.5,,104.05,,,395.647,1023.52,,,,,,7.927,5.377
1989-12-01,,,,,,,,,,,,,,350.63,1034.12,,,,,,100.65625,,103.94,,,400.9941,1034.12,,,,,,7.904,5.393
1989-12-04,,,,,,,,,,,,,,351.41,1045.01,,,,,,100.6875,,104.05,,,402.0668,1045.01,,,,,,7.899,5.377
1989-12-05,,,,,,,,,,,,,,349.58,1040.5,,,,,,100.6875,,103.93,,,400.0325,1040.5,,,,,,7.899,5.394
1989-12-06,,,,,,,,,,,,,,348.55,1048.9,,,,,,100.5,,104.04,,,398.8596,1048.9,,,,,,7.927,5.378
1989-12-07,,,,,,,,,,,,,,347.59,1051.22,,,,,,100.28125,,103.87,,,397.7885,1051.22,,,,,,7.959,5.4030000000000005
1989-12-08,,,,,,,,,,,,,,348.69,1050.31,,,,,,100.625,,104.05,,,399.0508,1050.31,,,,,,7.908,5.377
1989-12-11,,,,,,,,,,,,,,348.56,1048.34,,,,,,100.5625,,103.89,,,399.0714,1048.34,,,,,,7.918,5.4
1989-12-12,,,,,,,,,,,,,,351.73,1048.03,,,,,,100.5625,,103.93,,,402.7305,1048.03,,,,,,7.918,5.394
1989-12-13,,,,,,,,,,,,,,352.75,1046.28,,,,,,100.625,,104.1,,,403.9122,1046.28,,,,,,7.908,5.369
1989-12-14,,,,,,,,,,,,,,350.93,1043.37,,,,,,100.90625,,103.89,,,401.8328,1043.37,,,,,,7.867,5.4
1989-12-15,,,,,,,,,,,,,,350.06,1045.44,,,,,,100.78125,,103.92,,,400.8434,1045.44,,,,,,7.886,5.396
1989-12-18,,,,,,,,,,,,,,343.69,1042.84,,,,,,101.09375,,103.83,,,393.5745,1042.84,,,,,,7.84,5.409
1989-12-19,,,,,,,,,,,,,,342.46,1038.3,,,,,,100.84375,,103.45,,,392.1901,1038.3,,,,,,7.877,5.466
1989-12-20,,,,,,,,,,,,,,342.84,1050.06,,,,,,101.0,,103.13,,,392.6333,1050.06,,,,,,7.854,5.514
1989-12-21,,,,,,,,,,,,,,344.78,1057.82,,,,,,100.90625,,102.87,,,394.8619,1057.82,,,,,,7.867,5.553
1989-12-22,,,,,,,,,,,,,,347.42,1060.0,,,,,,100.5625,,102.8,,,398.0984,1060.0,,,,,,7.918,5.564
1989-12-25,,,,,,,,,,,,,,,1060.0,,,,,,,,102.97,,,,1060.0,,,,,,,5.538
1989-12-26,,,,,,,,,,,,,,346.81,1063.68,,,,,,99.59375,,103.13,,,397.4842,1063.68,,,,,,8.06,5.514
1989-12-27,,,,,,,,,,,,,,348.81,1082.78,,,,,,99.65625,,103.11,,,399.7764,1082.78,,,,,,8.051,5.517
1989-12-28,,,,,,,,,,,,,,350.67,1095.22,,,,,,99.90625,,103.19,,,401.9162,1095.22,,,,,,8.014,5.505
1989-12-29,,,,,,,,,,,,,,353.4,1098.49,,,,,,99.75,,103.11,,,405.1483,1098.49,,,,,,8.037,5.517
1990-01-01,,,,,,,,,,,,,,,1098.49,,,,,,,,,,,,1098.49,,,,,,,
1990-01-02,,,,,,,,17.24,,,,,,359.69,1101.34,,,,,,99.625,,,,,412.3594,1101.34,,,,,,8.055,
1990-01-03,,,,,,,,18.19,,,,,,358.76,1112.82,,,,,,99.40625,,,,,411.3012,1112.82,,,,,,8.088,
1990-01-04,,,,,,,,19.22,,,,,,355.67,1113.02,,,,,,99.46875,,102.35,,,407.9341,1113.02,,,,,,8.078,5.632
1990-01-05,,,,,,,,20.11,,,,,,352.2,1099.52,,,,,,99.4375,,102.14,,,403.9634,1099.52,,,,,,8.083,5.664
1990-01-08,,,,,,,,20.26,,,,,,353.79,1104.62,,,,,,99.3125,,101.66,,,405.8215,1104.62,,,,,,8.102,5.7379999999999995
1990-01-09,,,,,,,,22.2,,,,,,349.62,1108.79,,,,,,99.28125,,100.39,,,401.0428,1108.79,,,,,,8.106,5.937
1990-01-10,,,,,,,,22.44,,,,,,347.31,1099.88,,,,,,99.25,,100.01,,,398.3976,1099.88,,,,,,8.111,5.998
1990-01-11,,,,,,,,20.05,,,,,,348.53,1111.34,,,,,,99.21875,,99.72,,,399.7971,1111.34,,,,,,8.116,6.044
1990-01-12,,,,,,,,24.64,,,,,,339.93,1100.32,,,,,,98.9375,,98.5,,,389.9997,1100.32,,,,,,8.157,6.243
1990-01-15,,,,,,,,26.34,,,,,,337.0,1094.09,,,,,,98.46875,,,,,386.6382,1094.09,,,,,,8.228,
1990-01-16,,,,,,,,24.18,,,,,,340.75,1076.85,,,,,,98.25,,97.02,,,390.9589,1076.85,,,,,,8.261,6.491
1990-01-17,,,,,,,,24.16,,,,,,337.4,1085.63,,,,,,98.28125,,97.19,,,387.1302,1085.63,,,,,,8.256,6.462
1990-01-18,,,,,,,,24.34,,,,,,338.19,1071.44,,,,,,97.5,,95.92,,,388.0366,1071.44,,,,,,8.374,6.68
1990-01-19,,,,,,,,22.5,,,,,,339.15,1069.32,,,,,,97.84375,,96.5,,,389.1496,1069.32,,,,,,8.322,6.58
1990-01-22,,,,,,,,26.7,,,,,,330.38,1070.13,,,,,,97.8125,,96.69,,,379.1257,1070.13,,,,,,8.327,6.547
1990-01-23,,,,,,,,24.72,,,,,,331.61,1072.0,,,,,,97.96875,,96.99,,,380.5394,1072.0,,,,,,8.303,6.496
1990-01-24,,,,,,,,25.39,,,,,,330.26,1048.74,,,,,,97.28125,,96.38,,,379.0625,1048.74,,,,,,8.407,6.6
1990-01-25,,,,,,,,25.63,,,,,,326.08,1061.73,,,,,,97.03125,,97.4,,,374.2924,1061.73,,,,,,8.446,6.427
1990-01-26,,,,,,,,26.28,,,,,,325.8,1061.64,,,,,,96.53125,,97.69,,,374.0054,1061.64,,,,,,8.522,6.378
1990-01-29,,,,,,,,26.44,,,,,,325.2,1063.84,,,,,,96.5625,,97.9,,,373.3947,1063.84,,,,,,8.518,6.343
1990-01-30,,,,,,,,27.25,,,,,,322.98,1067.73,,,,,,96.40625,,97.45,,,370.9399,1067.73,,,,,,8.542,6.418
1990-01-31,,,,,,,,25.36,,,,,,329.08,1069.92,,,,,,97.0,,96.83,,,377.9465,1069.92,,,,,,8.45,6.523
1990-02-01,,,,,,,,24.87,,,,,,328.79,1081.45,,,,,,97.125,,97.65,,,377.6693,1081.45,,,,,,8.431,6.385
1990-02-02,,,,,,,,24.32,,,,,,330.92,1099.38,,,,,,96.65625,,97.6,,,380.1759,1099.38,,,,,,8.503,6.393
1990-02-05,,,,,,,,24.54,,,,,,331.85,1111.72,,,,,,96.46875,,97.04,,,381.503,1111.72,,,,,,8.532,6.4879999999999995
1990-02-06,,,,,,,,24.69,,,,,,329.66,1108.79,,,,,,96.21875,,97.1,,,379.1239,1108.79,,,,,,8.571,6.477
1990-02-07,,,,,,,,24.29,,,,,,333.75,1093.94,,,,,,96.25,,96.93,,,383.903,1093.94,,,,,,8.566,6.506
1990-02-08,,,,,,,,23.77,,,,,,332.96,1102.05,,,,,,96.625,,96.35,,,383.0165,1102.05,,,,,,8.508,6.606
1990-02-09,,,,,,,,23.69,,,,,,333.62,1091.27,,,,,,97.59375,,96.8,,,383.9539,1091.27,,,,,,8.36,6.5280000000000005
1990-02-12,,,,,,,,24.38,,,,,,330.08,1075.59,,,,,,97.09375,,,,,380.0158,1075.59,,,,,,8.436,
1990-02-13,,,,,,,,23.76,,,,,,331.02,1067.0,,,,,,97.40625,,96.41,,,381.2035,1067.0,,,,,,8.388,6.595
1990-02-14,,,,,,,,22.05,,,,,,332.01,1067.95,,,,,,97.34375,,96.04,,,382.3747,1067.95,,,,,,8.398,6.659
1990-02-15,,,,,,,,19.71,,,,,,334.89,1072.31,,,,,,96.8125,,96.0,,,385.7181,1072.31,,,,,,8.479,6.666
1990-02-16,,,,,,,,20.78,,,,,,332.72,1088.18,,,,,,96.90625,,95.49,,,383.3217,1088.18,,,,,,8.465,6.755
1990-02-19,,,,,,,,,,,,,,,1073.87,,,,,,,,95.18,,,,1073.87,,,,,,,6.8100000000000005
1990-02-20,,,,,,,,22.78,,,,,,327.99,1053.49,,,,,,95.65625,,94.6,,,377.9021,1053.49,,,,,,8.658,6.913
1990-02-21,,,,,,,,23.89,,,,,,327.67,1046.7,,,,,,95.6875,,95.15,,,377.5359,1046.7,,,,,,8.653,6.8149999999999995
1990-02-22,,,,,,,,22.54,,,,,,325.7,1053.05,,,,,,96.21875,,95.81,,,375.3012,1053.05,,,,,,8.571,6.699
1990-02-23,,,,,,,,23.69,,,,,,324.15,1038.72,,,,,,96.1875,,95.08,,,373.6163,1038.72,,,,,,8.575,6.827
1990-02-26,,,,,,,,23.56,,,,,,328.67,1031.27,,,,,,96.6875,,94.85,,,378.9284,1031.27,,,,,,8.498,6.868
1990-02-27,,,,,,,,22.69,,,,,,330.26,1045.13,,,,,,97.0625,,94.85,,,380.8354,1045.13,,,,,,8.441,6.868
1990-02-28,,,,,,,,21.99,,,,,,331.89,1048.91,,,,,,96.40625,,94.52,,,382.7944,1048.91,,,,,,8.542,6.927
1990-03-01,,,,,,,,21.9,,,,,,332.74,1039.54,,,,,,95.9375,,94.25,,,383.8017,1039.54,,,,,,8.614,6.976
1990-03-02,,,,,,,,21.34,,,,,,335.54,1057.33,,,,,,96.1875,,93.8,,,387.0534,1057.33,,,,,,8.575,7.057
1990-03-05,,,,,,,,22.03,,,,,,333.74,1064.82,,,,,,95.46875,,93.98,,,385.1273,1064.82,,,,,,8.687,7.024
1990-03-06,,,,,,,,20.55,,,,,,337.93,1062.78,,,,,,95.84375,,94.1,,,389.9966,1062.78,,,,,,8.629,7.003
1990-03-07,,,,,,,,19.1,,,,,,336.95,1074.51,,,,,,95.90625,,93.68,,,388.8787,1074.51,,,,,,8.619,7.079
1990-03-08,,,,,,,,19.74,,,,,,340.27,1082.32,,,,,,96.03125,,93.97,,,392.721,1082.32,,,,,,8.6,7.026
1990-03-09,,,,,,,,20.3,,,,,,337.93,1087.35,,,,,,95.5,,93.93,,,390.1874,1087.35,,,,,,8.682,7.033
1990-03-12,,,,,,,,20.07,,,,,,338.67,1082.45,,,,,,95.625,,93.54,,,391.066,1082.45,,,,,,8.663,7.104
1990-03-13,,,,,,,,21.05,,,,,,336.0,1088.53,,,,,,95.0625,,92.97,,,387.9969,1088.53,,,,,,8.751,7.209
1990-03-14,,,,,,,,19.65,,,,,,336.87,1092.0,,,,,,95.625,,92.89,,,389.0096,1092.0,,,,,,8.663,7.224
1990-03-15,,,,,,,,18.81,,,,,,338.07,1101.47,,,,,,95.5,,93.02,,,390.4059,1101.47,,,,,,8.682,7.2
1990-03-16,,,,,,,,17.62,,,,,,341.91,1105.71,,,,,,96.0,,93.4,,,394.8522,1105.71,,,,,,8.605,7.13
1990-03-19,,,,,,,,18.29,,,,,,343.53,1108.72,,,,,,96.0,,93.1,,,396.7299,1108.72,,,,,,8.605,7.185
1990-03-20,,,,,,,,19.06,,,,,,341.57,1103.16,,,,,,96.375,,93.41,,,394.5052,1103.16,,,,,,8.546,7.128
1990-03-21,,,,,,,,20.1,,,,,,339.74,1114.3,,,,,,96.25,,,,,392.3949,1114.3,,,,,,8.566,
1990-03-22,,,,,,,,22.74,,,,,,335.69,1104.94,,,,,,96.1875,,93.6,,,387.7172,1104.94,,,,,,8.575,7.094
1990-03-23,,,,,,,,20.46,,,,,,337.22,1107.65,,,,,,96.3125,,94.05,,,389.4892,1107.65,,,,,,8.556000000000001,7.012
1990-03-26,,,,,,,,19.59,,,,,,337.63,1114.94,,,,,,96.4375,,94.25,,,390.1881,1114.94,,,,,,8.537,6.976
1990-03-27,,,,,,,,21.01,,,,,,341.5,1108.58,,,,,,96.3125,,93.45,,,394.6765,1108.58,,,,,,8.556000000000001,7.121
1990-03-28,,,,,,,,19.77,,,,,,342.0,1108.04,,,,,,96.4375,,93.22,,,395.2642,1108.04,,,,,,8.537,7.163
1990-03-29,,,,,,,,18.46,,,,,,340.79,1113.82,,,,,,95.84375,,94.1,,,393.8658,1113.82,,,,,,8.629,7.003
1990-03-30,,,,,,,,19.73,,,,,,339.94,1115.39,,,,,,95.4375,,93.3,,,392.9201,1115.39,,,,,,8.692,7.148
1990-04-02,,,,,,,,22.84,,,,,,338.7,1102.63,,,,,,95.5,,93.33,,,391.5641,1102.63,,,,,,8.682,7.143
1990-04-03,,,,,,,,20.44,,,,,,343.64,1117.39,,,,,,95.625,,93.71,,,397.3304,1117.39,,,,,,8.663,7.073
1990-04-04,,,,,,,,22.03,,,,,,341.09,1117.46,,,,,,96.28125,,93.61,,,394.5621,1117.46,,,,,,8.561,7.092
1990-04-05,,,,,,,,21.21,,,,,,340.73,1120.48,,,,,,96.1875,,93.87,,,394.1548,1120.48,,,,,,8.575,7.044
1990-04-06,,,,,,,,21.76,,,,,,340.08,1126.63,,,,,,96.1875,,93.7,,,393.4409,1126.63,,,,,,8.575,7.075
1990-04-09,,,,,,,,22.3,,,,,,341.37,1120.33,,,,,,95.9375,,94.28,,,394.9416,1120.33,,,,,,8.614,6.97
1990-04-10,,,,,,,,21.69,,,,,,342.07,1119.32,,,,,,95.875,,94.04,,,395.7515,1119.32,,,,,,8.624,7.014
1990-04-11,,,,,,,,17.73,,,,,,341.92,1122.83,,,,,,95.71875,,93.5,,,395.5798,1122.83,,,,,,8.648,7.112
1990-04-12,,,,,,,,19.8,,,,,,344.34,1127.94,,,,,,95.59375,,93.71,,,398.416,1127.94,,,,,,8.668,7.073
1990-04-13,,,,,,,,,,,,,,,1127.36,,,,,,,,93.5,,,,1127.36,,,,,,,7.112
1990-04-16,,,,,,,,20.75,,,,,,344.74,1130.41,,,,,,95.40625,,93.29,,,398.9166,1130.41,,,,,,8.697,7.15
1990-04-17,,,,,,,,20.38,,,,,,344.68,1133.43,,,,,,94.875,,93.37,,,398.8541,1133.43,,,,,,8.781,7.136
1990-04-18,,,,,,,,22.67,,,,,,340.72,1124.96,,,,,,94.25,,93.55,,,394.2864,1124.96,,,,,,8.879,7.103
1990-04-19,,,,,,,,22.46,,,,,,338.09,1120.75,,,,,,94.21875,,93.85,,,391.25,1120.75,,,,,,8.884,7.048
1990-04-20,,,,,,,,23.33,,,,,,335.12,1127.18,,,,,,93.75,,93.82,,,387.8237,1127.18,,,,,,8.959,7.053
1990-04-23,,,,,,,,24.16,,,,,,331.05,1108.59,,,,,,93.59375,,93.71,,,383.1322,1108.59,,,,,,8.984,7.073
1990-04-24,,,,,,,,21.7,,,,,,330.36,1106.22,,,,,,93.46875,,93.36,,,382.3602,1106.22,,,,,,9.004,7.1370000000000005
1990-04-25,,,,,,,,20.86,,,,,,332.03,1104.51,,,,,,93.46875,,93.3,,,384.3234,1104.51,,,,,,9.004,7.148
1990-04-26,,,,,,,,20.25,,,,,,332.92,1095.66,,,,,,93.125,,93.55,,,385.4156,1095.66,,,,,,9.06,7.103
1990-04-27,,,,,,,,22.19,,,,,,329.11,1091.63,,,,,,93.15625,,93.25,,,381.0158,1091.63,,,,,,9.055,7.158
1990-04-30,,,,,,,,19.52,,,,,,330.8,1087.94,,,,,,93.25,,,,,383.0638,1087.94,,,,,,9.04,
1990-05-01,,,,,,,,18.43,,,,,,332.25,1088.04,,,,,,93.09375,,93.0,,,384.8449,1088.04,,,,,,9.065,7.204
1990-05-02,,,,,,,,19.32,,,,,,334.48,1098.06,,,,,,93.03125,,93.09,,,387.4465,1098.06,,,,,,9.075,7.187
1990-05-03,,,,,,,,17.81,,,,,,335.57,1111.77,,,,,,93.25,,,,,388.826,1111.77,,,,,,9.04,
1990-05-04,,,,,,,,17.28,,,,,,338.39,1118.26,,,,,,94.5625,,,,,392.2951,1118.26,,,,,,8.83,
1990-05-07,,,,,,,,17.65,,,,,,340.53,1128.43,,,,,,94.34375,,93.64,,,394.8786,1128.43,,,,,,8.865,7.086
1990-05-08,,,,,,,,18.49,,,,,,342.01,1123.19,,,,,,94.59375,,93.83,,,396.739,1123.19,,,,,,8.825,7.052
1990-05-09,,,,,,,,18.64,,,,,,342.86,1119.61,,,,,,94.0,,93.89,,,397.8047,1119.61,,,,,,8.919,7.041
1990-05-10,,,,,,,,18.59,,,,,,343.82,1116.0,,,,,,94.5625,,93.87,,,398.9766,1116.0,,,,,,8.83,7.044
1990-05-11,,,,,,,,19.81,,,,,,352.0,1110.37,,,,,,95.625,,94.91,,,408.5633,1110.37,,,,,,8.663,6.858
1990-05-14,,,,,,,,20.14,,,,,,354.75,1111.93,,,,,,95.84375,,95.45,,,411.95,1111.93,,,,,,8.629,6.7620000000000005
1990-05-15,,,,,,,,19.49,,,,,,354.28,1109.35,,,,,,95.53125,,95.85,,,411.4253,1109.35,,,,,,8.678,6.692
1990-05-16,,,,,,,,17.71,,,,,,354.0,1107.71,,,,,,95.40625,,95.6,,,411.1857,1107.71,,,,,,8.697,6.736
