Date,refloc,IndexSeries,IndexSymbol,CreditVix_pc,CreditVix_bp,NearTerm,NextTerm,Percentage_Near,BasisPoint_Near,D1,Percentage_Next,BasisPoint_Next,D2,sigma1sq_pc,sigma2sq_pc,sigma1sq_bp,sigma2sq_bp,T1,T2,IndexVersion
2018-08-29,L1730,30,VIXHY,30.774357533,112.91938887,2018-09-19,2018-10-17,30.432190377,108.92908822,21,31.080691641,116.41186251,49,0.0926118211,0.0966009393,1.1865546261,1.3551721732,0.0575342466,0.1342465753,
2018-08-29,L1730,30,VIXIG,40.422311323,27.712052098,2018-09-19,2018-10-17,39.959114954,26.712027799,21,40.836866874,28.586707787,49,0.1596730868,0.1667649696,0.0713532429,0.0817199862,0.0575342466,0.1342465753,
2018-08-29,N1730,29,VIXHY,31.127126492,107.39190479,2018-09-19,2018-10-17,30.799629514,103.8006958,21,31.42049207,110.54060751,49,0.0948617178,0.0987247322,1.0774584448,1.2219225908,0.0575342466,0.1342465753,
2018-08-29,N1730,29,VIXHY,31.127126492,107.39190479,2018-09-19,2018-10-17,30.799629514,103.8006958,21,31.42049207,110.54060751,49,0.0948617178,0.0987247322,1.0774584448,1.2219225908,0.0575342466,0.1342465753,
2018-08-29,N1730,29,VIXIG,40.963004284,24.314713893,2018-09-19,2018-10-17,40.587550975,23.505316768,21,41.299759142,25.024477595,49,0.1647349294,0.1705670105,0.0552499916,0.0626224479,0.0575342466,0.1342465753,
2018-08-29,N1730,29,VIXIG,40.963004284,24.314713893,2018-09-19,2018-10-17,40.587550975,23.505316768,21,41.299759142,25.024477595,49,0.1647349294,0.1705670105,0.0552499916,0.0626224479,0.0575342466,0.1342465753,
2018-08-29,N1730,30,VIXHY,30.851381019,113.67383056,2018-09-19,2018-10-17,30.522209649,109.96032731,21,31.146205208,116.93209101,49,0.0931605282,0.0970086099,1.2091273581,1.3673113909,0.0575342466,0.1342465753,
2018-08-29,N1730,30,VIXHY,30.851381019,113.67383056,2018-09-19,2018-10-17,30.522209649,109.96032731,21,31.146205208,116.93209101,49,0.0931605282,0.0970086099,1.2091273581,1.3673113909,0.0575342466,0.1342465753,
2018-08-29,N1730,30,VIXIG,40.704399393,27.958971985,2018-09-19,2018-10-17,40.218372655,27.040957744,21,41.139190397,28.764321533,49,0.1617517499,0.1692432987,0.0731213396,0.0827386193,0.0575342466,0.1342465753,
2018-08-29,N1730,30,VIXIG,40.704399393,27.958971985,2018-09-19,2018-10-17,40.218372655,27.040957744,21,41.139190397,28.764321533,49,0.1617517499,0.1692432987,0.0731213396,0.0827386193,0.0575342466,0.1342465753,
