Date,Close
6/27/90,1122.160034
6/28/90,1122.459961
6/29/90,1120.329956
7/2/90,1124.079956
7/3/90,1121.5
7/4/90,1120.640015
7/5/90,1113.319946
7/6/90,1114.140015
7/9/90,1110.410034
7/10/90,1100.560059
7/11/90,1109.540039
7/12/90,1118.709961
7/13/90,1121.300049
7/16/90,1127.619995
7/17/90,1133.76001
7/18/90,1133.349976
7/19/90,1134.73999
7/20/90,1136.180054
7/23/90,1120.619995
7/24/90,1120.900024
7/25/90,1122.359985
7/26/90,1120.589966
7/27/90,1112.670044
7/30/90,1107.719971
7/31/90,1116.47998
8/1/90,1108.959961
8/2/90,1097.109985
8/3/90,1073.069946
8/6/90,1021.5
8/7/90,1038.869995
8/8/90,1016.700012
8/9/90,1023.960022
8/10/90,1021.27002
8/13/90,996.969971
8/14/90,1003.599976
8/15/90,1001.340027
8/16/90,1007.380005
8/17/90,976.710022
8/20/90,952.640015
8/21/90,920.640015
8/22/90,930.219971
8/23/90,903.539978
8/24/90,919.559998
8/27/90,964.119995
8/28/90,955.840027
8/29/90,962.320007
8/30/90,969.570007
8/31/90,962.150024
9/3/90,958.140015
9/4/90,940.340027
9/5/90,940.26001
9/6/90,935.869995
9/7/90,937.840027
9/10/90,956.25
9/11/90,947.76001
9/12/90,954.820007
9/13/90,952.679993
9/14/90,934.090027
9/17/90,924.309998
9/18/90,907.309998
9/19/90,904.25
9/20/90,890.880005
9/21/90,886.52002
9/24/90,871.400024
9/25/90,850.98999
9/26/90,860.780029
9/27/90,860.349976
9/28/90,845.960022
10/1/90,875.400024
10/2/90,896.690002
10/3/90,891.710022
10/4/90,881.169983
10/5/90,866.849976
10/8/90,893.919983
10/9/90,877.900024
10/10/90,866.26001
10/11/90,869.630005
10/12/90,884.940002
10/15/90,891.47998
10/16/90,889.950012
10/17/90,886.780029
10/18/90,901.349976
10/19/90,910.289978
10/22/90,904.119995
10/23/90,925.330017
10/24/90,924.52002
10/25/90,916.650024
10/26/90,898.72998
10/29/90,896.330017
10/30/90,886.679993
10/31/90,889.570007
11/1/90,884.619995
11/2/90,881.73999
