TRADE_DATE,CONTR_QTY,TRADE_TIME,TRADE_TIME_THOU,TRADE_PRICE_IND,TRADE_PRICE,TICK_PRFX_TEXT,CLASS_SYM,EXPR_DATE,EXER_PRICE,PUT_CALL_CODE,TRADE_TYPE,PROD_TYPE_CODE,ORIG_TRADE_PRICE,ORIG_TRADE_PRICE_IND,RAW_ORIG_TRADE_PRICE,RAW_TRADE_PRICE,NON_CNTG_BEST_BID_PRICE,NON_CNTG_BEST_BID_PRICE_IND,RAW_NON_CNTG_BEST_BID_PRICE,NON_CNTG_BEST_BID_SIZE,NON_CNTG_BEST_ASK_PRICE,NON_CNTG_BEST_ASK_PRICE_IND,RAW_NON_CNTG_BEST_ASK_PRICE,NON_CNTG_BEST_ASK_SIZE
02JAN2019:00:00:00,1,02JAN2019:09:19:51,593,V,7.06,SPRD,SPX,15FEB2019:00:00:00,2710,C,R,7,7.06,V,7.06,7.06,6.9,V,6.9,100,7.2,V,7.2,100
02JAN2019:00:00:00,20,02JAN2019:09:19:51,22,V,48.5,,SPX,15FEB2019:00:00:00,2400,P,R,7,48.5,V,48.5,48.5,48.5,V,48.5,20,48.8,V,48.8,103
02JAN2019:00:00:00,1,02JAN2019:09:19:51,593,V,10.67,SPRD,SPX,15FEB2019:00:00:00,2680,C,R,7,10.67,V,10.67,10.67,10.4,V,10.4,114,11,V,11,100
02JAN2019:00:00:00,1,02JAN2019:09:19:51,593,V,8.15,SPRD,SPX,,,,R,11,8.15,V,8.15,8.15,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:19:51,593,V,26.42,SPRD,SPX,15FEB2019:00:00:00,2300,P,R,7,26.42,V,26.42,26.42,26.1,V,26.1,108,26.8,V,26.8,75
02JAN2019:00:00:00,25,02JAN2019:09:19:52,629,V,5.2,SPRD,SPX,,,,R,11,5.2,V,5.2,5.2,,,,0,,,,0
02JAN2019:00:00:00,2,02JAN2019:09:19:52,304,V,3.1,FTAO,SPX,18APR2019:00:00:00,1650,P,R,7,3.1,V,3.1,3.1,2.95,V,2.95,807,3.1,V,3.1,2
02JAN2019:00:00:00,25,02JAN2019:09:19:52,629,V,38.62,SPRD,SPX,20DEC2019:00:00:00,1875,P,R,7,38.62,V,38.62,38.62,38,V,38,300,39.3,V,39.3,113
02JAN2019:00:00:00,25,02JAN2019:09:19:52,629,V,33.42,SPRD,SPX,20DEC2019:00:00:00,1825,P,R,7,33.42,V,33.42,33.42,32.8,V,32.8,300,34,V,34,114
02JAN2019:00:00:00,1,02JAN2019:09:19:58,426,V,67.4,FTAO,SPX,15FEB2019:00:00:00,2510,C,R,7,67.4,V,67.4,67.4,66.9,V,66.9,112,67.4,V,67.4,1
02JAN2019:00:00:00,310,02JAN2019:09:20:10,475,V,65.78,,SPX,15MAR2019:00:00:00,2400,P,P,7,65.78,V,65.78,65.78,,,,0,,,,0
02JAN2019:00:00:00,20,02JAN2019:09:20:10,746,V,101.66,,SPX,15MAR2019:00:00:00,2500,P,P,7,101.66,V,101.66,101.66,,,,0,,,,0
02JAN2019:00:00:00,175,02JAN2019:09:20:10,475,V,104,,SPX,15MAR2019:00:00:00,2480,C,P,7,104,V,104,104,,,,0,,,,0
02JAN2019:00:00:00,175,02JAN2019:09:20:10,747,V,104,,SPX,15MAR2019:00:00:00,2480,C,P,7,104,V,104,104,,,,0,,,,0
02JAN2019:00:00:00,20,02JAN2019:09:20:10,475,V,101.66,,SPX,15MAR2019:00:00:00,2500,P,P,7,101.66,V,101.66,101.66,,,,0,,,,0
02JAN2019:00:00:00,400,02JAN2019:09:20:10,474,V,107.57,,SPX,18JAN2019:00:00:00,2585,P,P,7,107.57,V,107.57,107.57,,,,0,,,,0
02JAN2019:00:00:00,175,02JAN2019:09:20:10,475,V,92,,SPX,15MAR2019:00:00:00,2480,P,P,7,92,V,92,92,,,,0,,,,0
02JAN2019:00:00:00,175,02JAN2019:09:20:10,747,V,92,,SPX,15MAR2019:00:00:00,2480,P,P,7,92,V,92,92,,,,0,,,,0
02JAN2019:00:00:00,310,02JAN2019:09:20:10,746,V,65.78,,SPX,15MAR2019:00:00:00,2400,P,P,7,65.78,V,65.78,65.78,,,,0,,,,0
02JAN2019:00:00:00,670,02JAN2019:09:20:10,475,V,24.11,,SPX,18JAN2019:00:00:00,2400,P,P,7,24.11,V,24.11,24.11,,,,0,,,,0
02JAN2019:00:00:00,670,02JAN2019:09:20:10,746,V,24.11,,SPX,18JAN2019:00:00:00,2400,P,P,7,24.11,V,24.11,24.11,,,,0,,,,0
02JAN2019:00:00:00,400,02JAN2019:09:20:10,745,V,107.57,,SPX,18JAN2019:00:00:00,2585,P,P,7,107.57,V,107.57,107.57,,,,0,,,,0
02JAN2019:00:00:00,290,02JAN2019:09:20:11,282,V,101.67,,SPX,15MAR2019:00:00:00,2500,P,P,7,101.67,V,101.67,101.67,,,,0,,,,0
02JAN2019:00:00:00,290,02JAN2019:09:20:11,29,V,101.67,,SPX,15MAR2019:00:00:00,2500,P,P,7,101.67,V,101.67,101.67,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:20:33,481,V,55.2,,SPX,18JAN2019:00:00:00,2500,P,R,7,55.2,V,55.2,55.2,54.9,V,54.9,278,55.2,V,55.2,1
02JAN2019:00:00:00,5,02JAN2019:09:20:42,827,V,107.6,,SPX,18JAN2019:00:00:00,2585,P,R,7,107.6,V,107.6,107.6,107.6,V,107.6,5,108.6,V,108.6,196
02JAN2019:00:00:00,1,02JAN2019:09:20:46,440,V,9.1,,SPX,18JAN2019:00:00:00,2300,P,R,7,9.1,V,9.1,9.1,8.8,V,8.8,246,9.1,V,9.1,332
02JAN2019:00:00:00,1,02JAN2019:09:20:46,254,V,9.1,,SPX,18JAN2019:00:00:00,2300,P,R,7,9.1,V,9.1,9.1,8.8,V,8.8,246,9.1,V,9.1,459
02JAN2019:00:00:00,5,02JAN2019:09:20:48,522,V,91.2,,SPX,15MAR2019:00:00:00,2500,C,R,7,91.2,V,91.2,91.2,91.2,V,91.2,5,91.6,V,91.6,90
02JAN2019:00:00:00,10,02JAN2019:09:20:52,859,V,132.48,SPRD,SPX,15FEB2019:00:00:00,2590,P,R,7,132.48,V,132.48,132.48,131.7,V,131.7,100,133.1,V,133.1,37
02JAN2019:00:00:00,10,02JAN2019:09:20:52,859,V,35.8,SPRD,SPX,15FEB2019:00:00:00,2350,P,R,7,35.8,V,35.8,35.8,35.2,V,35.2,105,36.3,V,36.3,405
02JAN2019:00:00:00,20,02JAN2019:09:20:52,859,V,70.99,SPRD,SPX,15FEB2019:00:00:00,2470,P,R,7,70.99,V,70.99,70.99,70.4,V,70.4,101,71.7,V,71.7,199
02JAN2019:00:00:00,10,02JAN2019:09:20:52,859,V,26.3,SPRD,SPX,,,,R,11,26.3,V,26.3,26.3,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:20:53,778,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,P,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:20:53,486,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,P,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:20:53,486,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,P,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:20:53,778,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,P,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:20:53,487,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,P,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:20:53,778,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,P,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,2000,02JAN2019:09:20:53,149,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,P,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,2,02JAN2019:09:20:53,778,V,-547,,SPX,,,,P,11,-547,V,-547,-547,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:20:53,779,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,P,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,2,02JAN2019:09:20:53,486,V,-547,,SPX,,,,P,11,-547,V,-547,-547,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:20:53,486,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,P,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,280,02JAN2019:09:20:53,150,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,P,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,280,02JAN2019:09:20:53,150,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,P,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,40,02JAN2019:09:20:53,149,V,547,,SPX,,,,P,11,547,V,547,547,,,,0,,,,0
02JAN2019:00:00:00,2000,02JAN2019:09:20:53,149,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,P,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:20:54,17,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,P,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:20:54,17,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,P,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:20:54,17,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,P,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:20:54,944,V,11.6,SPRD,SPX,18JAN2019:00:00:00,2590,C,R,7,11.6,V,11.6,11.6,11.2,V,11.2,418,12,V,12,300
02JAN2019:00:00:00,1,02JAN2019:09:20:54,944,V,33.1,SPRD,SPX,18JAN2019:00:00:00,2525,C,R,7,33.1,V,33.1,33.1,32.5,V,32.5,343,33.8,V,33.8,647
02JAN2019:00:00:00,14,02JAN2019:09:20:54,17,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,P,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:20:54,944,V,-21.5,SPRD,SPX,,,,R,11,-21.5,V,-21.5,-21.5,,,,0,,,,0
02JAN2019:00:00:00,2,02JAN2019:09:20:54,17,V,-547,,SPX,,,,P,11,-547,V,-547,-547,,,,0,,,,0
02JAN2019:00:00:00,2,02JAN2019:09:20:57,634,V,90.6,,SPX,15MAR2019:00:00:00,2500,C,R,7,90.6,V,90.6,90.6,90.6,V,90.6,2,91.2,V,91.2,90
02JAN2019:00:00:00,61,02JAN2019:09:21:01,688,V,1.25,,SPX,18JAN2019:00:00:00,2060,P,R,7,1.25,V,1.25,1.25,1.25,V,1.25,306,1.35,V,1.35,1428
02JAN2019:00:00:00,100,02JAN2019:09:21:01,687,V,0.5,FTAO,SPX,18JAN2019:00:00:00,1905,P,R,7,0.5,V,0.5,0.5,0.45,V,0.45,1382,0.5,V,0.5,100
02JAN2019:00:00:00,12,02JAN2019:09:21:07,584,V,16.3,FTAO,SPX,18JAN2019:00:00:00,2570,C,R,7,16.3,V,16.3,16.3,16,V,16,331,16.3,V,16.3,12
02JAN2019:00:00:00,1,02JAN2019:09:21:08,711,V,5.8,,SPX,18JAN2019:00:00:00,2250,P,R,7,5.8,V,5.8,5.8,5.8,V,5.8,1,5.9,V,5.9,891
02JAN2019:00:00:00,10,02JAN2019:09:21:09,916,V,26.35,SPRD,SPX,,,,R,11,26.35,V,26.35,26.35,,,,0,,,,0
02JAN2019:00:00:00,10,02JAN2019:09:21:09,916,V,133.48,SPRD,SPX,15FEB2019:00:00:00,2590,P,R,7,133.48,V,133.48,133.48,132.4,V,132.4,367,134.7,V,134.7,277
02JAN2019:00:00:00,10,02JAN2019:09:21:09,916,V,36.03,SPRD,SPX,15FEB2019:00:00:00,2350,P,R,7,36.03,V,36.03,36.03,35.7,V,35.7,341,36.4,V,36.4,170
02JAN2019:00:00:00,20,02JAN2019:09:21:09,916,V,71.58,SPRD,SPX,15FEB2019:00:00:00,2470,P,R,7,71.58,V,71.58,71.58,71,V,71,112,72.1,V,72.1,180
02JAN2019:00:00:00,2,02JAN2019:09:21:10,463,V,24.8,,SPX,15MAR2019:00:00:00,2200,P,R,7,24.8,V,24.8,24.8,24.8,V,24.8,2,25,V,25,1023
02JAN2019:00:00:00,50,02JAN2019:09:21:10,941,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,50,02JAN2019:09:21:11,40,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,7,02JAN2019:09:21:12,997,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,7,02JAN2019:09:21:13,76,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:21:16,560,V,72.7,,SPX,15FEB2019:00:00:00,2500,C,R,7,72.7,V,72.7,72.7,72.1,V,72.1,112,72.7,V,72.7,1
02JAN2019:00:00:00,200,02JAN2019:09:21:19,4,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,28,02JAN2019:09:21:19,5,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,28,02JAN2019:09:21:19,5,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,200,02JAN2019:09:21:19,4,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,3,02JAN2019:09:21:20,315,V,16.3,,SPX,18JAN2019:00:00:00,2570,C,R,7,16.3,V,16.3,16.3,16.1,V,16.1,326,16.3,V,16.3,3
02JAN2019:00:00:00,100,02JAN2019:09:21:20,911,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:21:22,90,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:21:23,16,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,2,02JAN2019:09:21:23,627,V,67.2,,SPX,15FEB2019:00:00:00,2510,C,R,7,67.2,V,67.2,67.2,66.8,V,66.8,45,67.2,V,67.2,2
02JAN2019:00:00:00,14,02JAN2019:09:21:23,11,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,25,02JAN2019:09:21:37,442,V,-91.1,SPRD,SPX,,,,R,11,-91.1,V,-91.1,-91.1,,,,0,,,,0
02JAN2019:00:00:00,25,02JAN2019:09:21:37,442,V,45.57,SPRD,SPX,18JAN2019:00:00:00,2475,P,R,7,45.57,V,45.57,45.57,45.1,V,45.1,210,46.1,V,46.1,210
02JAN2019:00:00:00,25,02JAN2019:09:21:37,442,V,45.53,SPRD,SPX,18JAN2019:00:00:00,2500,C,R,7,45.53,V,45.53,45.53,45.1,V,45.1,142,46,V,46,210
02JAN2019:00:00:00,100,02JAN2019:09:21:44,924,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:21:45,916,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:21:45,883,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:21:48,44,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:21:51,844,V,53.81,SPRD,SPX,18JAN2019:00:00:00,2495,P,R,7,53.81,V,53.81,53.81,53.4,V,53.4,97,54.3,V,54.3,165
02JAN2019:00:00:00,1,02JAN2019:09:21:51,844,V,2.3,SPRD,SPX,,,,R,11,2.3,V,2.3,2.3,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:21:51,844,V,56.11,SPRD,SPX,18JAN2019:00:00:00,2500,P,R,7,56.11,V,56.11,56.11,55.5,V,55.5,210,56.6,V,56.6,210
02JAN2019:00:00:00,200,02JAN2019:09:22:00,14,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,4,02JAN2019:09:22:01,712,V,-158,SPRD,SPX,,,,R,11,-158,V,-158,-158,,,,0,,,,0
02JAN2019:00:00:00,4,02JAN2019:09:22:01,712,V,79.55,SPRD,SPX,15FEB2019:00:00:00,2490,P,R,7,79.55,V,79.55,79.55,78.9,V,78.9,90,80,V,80,90
02JAN2019:00:00:00,200,02JAN2019:09:22:01,65,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,28,02JAN2019:09:22:01,98,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,28,02JAN2019:09:22:01,72,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,4,02JAN2019:09:22:01,712,V,78.45,SPRD,SPX,15FEB2019:00:00:00,2490,C,R,7,78.45,V,78.45,78.45,77.8,V,77.8,90,78.9,V,78.9,90
02JAN2019:00:00:00,50,02JAN2019:09:22:07,21,V,193.7,,SPX,,,,P,11,193.7,V,193.7,193.7,,,,0,,,,0
02JAN2019:00:00:00,50,02JAN2019:09:22:07,21,V,96,,SPX,15MAR2019:00:00:00,2490,C,P,7,96,V,96,96,,,,0,,,,0
02JAN2019:00:00:00,50,02JAN2019:09:22:07,21,V,97.7,,SPX,15MAR2019:00:00:00,2490,P,P,7,97.7,V,97.7,97.7,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:22:09,108,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:22:09,97,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,100,02JAN2019:09:22:09,113,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,14,02JAN2019:09:22:09,103,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,38,02JAN2019:09:22:17,599,V,16.65,SPRD,SPX,18JAN2019:00:00:00,2570,C,R,7,16.65,V,16.65,16.65,16.5,V,16.5,156,17.1,V,17.1,152
02JAN2019:00:00:00,66,02JAN2019:09:22:17,598,V,31.9,SPRD,SPX,,,,R,11,31.9,V,31.9,31.9,,,,0,,,,0
02JAN2019:00:00:00,38,02JAN2019:09:22:17,599,V,15.25,SPRD,SPX,18JAN2019:00:00:00,2575,C,R,7,15.25,V,15.25,15.25,15.1,V,15.1,1055,15.7,V,15.7,667
02JAN2019:00:00:00,38,02JAN2019:09:22:17,599,V,31.9,SPRD,SPX,,,,R,11,31.9,V,31.9,31.9,,,,0,,,,0
02JAN2019:00:00:00,66,02JAN2019:09:22:17,598,V,15.25,SPRD,SPX,18JAN2019:00:00:00,2575,C,R,7,15.25,V,15.25,15.25,15.1,V,15.1,1055,15.7,V,15.7,667
02JAN2019:00:00:00,66,02JAN2019:09:22:17,598,V,16.65,SPRD,SPX,18JAN2019:00:00:00,2570,C,R,7,16.65,V,16.65,16.65,16.5,V,16.5,156,17.1,V,17.1,152
02JAN2019:00:00:00,1,02JAN2019:09:22:22,476,V,107.8,,SPX,18JAN2019:00:00:00,2585,P,R,7,107.8,V,107.8,107.8,107.8,V,107.8,1,108.4,V,108.4,180
02JAN2019:00:00:00,1,02JAN2019:09:22:35,623,V,3.58,SPRD,SPX,18JAN2019:00:00:00,2645,C,R,7,3.58,V,3.58,3.58,3.5,V,3.5,931,3.7,V,3.7,100
02JAN2019:00:00:00,1,02JAN2019:09:22:35,623,V,0.35,SPRD,SPX,,,,R,11,0.35,V,0.35,0.35,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:22:35,623,V,3.23,SPRD,SPX,18JAN2019:00:00:00,2650,C,R,7,3.23,V,3.23,3.23,3.1,V,3.1,1222,3.3,V,3.3,588
02JAN2019:00:00:00,4,02JAN2019:09:22:39,52,V,70.77,SPRD,SPX,15FEB2019:00:00:00,2470,P,R,7,70.77,V,70.77,70.77,70.2,V,70.2,112,71.3,V,71.3,112
02JAN2019:00:00:00,4,02JAN2019:09:22:39,52,V,0.1,SPRD,SPX,,,,R,11,0.1,V,0.1,0.1,,,,0,,,,0
02JAN2019:00:00:00,4,02JAN2019:09:22:39,52,V,83.22,SPRD,SPX,15FEB2019:00:00:00,2500,P,R,7,83.22,V,83.22,83.22,82.6,V,82.6,90,83.9,V,83.9,90
02JAN2019:00:00:00,4,02JAN2019:09:22:39,52,V,43.48,SPRD,SPX,18JAN2019:00:00:00,2470,P,R,7,43.48,V,43.48,43.48,43,V,43,210,44,V,44,210
02JAN2019:00:00:00,4,02JAN2019:09:22:39,52,V,55.83,SPRD,SPX,18JAN2019:00:00:00,2500,P,R,7,55.83,V,55.83,55.83,55.2,V,55.2,210,56.4,V,56.4,210
02JAN2019:00:00:00,16,02JAN2019:09:22:44,404,V,1.55,SPRD,SPX,21JUN2019:00:00:00,3200,C,R,7,1.55,V,1.55,1.55,1.4,V,1.4,150,1.7,V,1.7,833
02JAN2019:00:00:00,16,02JAN2019:09:22:44,404,V,12.25,SPRD,SPX,21JUN2019:00:00:00,1800,P,R,7,12.25,V,12.25,12.25,12,V,12,1068,12.5,V,12.5,176
02JAN2019:00:00:00,16,02JAN2019:09:22:44,404,V,18.2,SPRD,SPX,21JUN2019:00:00:00,1900,P,R,7,18.2,V,18.2,18.2,17.9,V,17.9,812,18.5,V,18.5,573
02JAN2019:00:00:00,16,02JAN2019:09:22:44,404,V,7.3,SPRD,SPX,,,,R,11,7.3,V,7.3,7.3,,,,0,,,,0
02JAN2019:00:00:00,16,02JAN2019:09:22:44,404,V,2.9,SPRD,SPX,21JUN2019:00:00:00,3100,C,R,7,2.9,V,2.9,2.9,2.7,V,2.7,887,3.1,V,3.1,974
02JAN2019:00:00:00,1,02JAN2019:09:22:52,344,V,-2.55,SPRD,SPX,,,,R,11,-2.55,V,-2.55,-2.55,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:22:52,344,V,60.05,SPRD,SPX,18JAN2019:00:00:00,2510,P,R,7,60.05,V,60.05,60.05,59.5,V,59.5,180,60.6,V,60.6,180
02JAN2019:00:00:00,1,02JAN2019:09:22:52,344,V,62.6,SPRD,SPX,18JAN2019:00:00:00,2515,P,R,7,62.6,V,62.6,62.6,62,V,62,180,63.1,V,63.1,180
02JAN2019:00:00:00,245,02JAN2019:09:22:55,449,V,1.25,,SPX,18JAN2019:00:00:00,2060,P,R,7,1.25,V,1.25,1.25,1.25,V,1.25,245,1.3,V,1.3,501
02JAN2019:00:00:00,10,02JAN2019:09:23:01,735,V,9.8,,SPX,18JAN2019:00:00:00,2600,C,R,7,9.8,V,9.8,9.8,9.8,V,9.8,10,10,V,10,968
02JAN2019:00:00:00,300,02JAN2019:09:23:03,889,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,42,02JAN2019:09:23:03,970,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,300,02JAN2019:09:23:04,897,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:23:05,194,V,5.12,SPRD,SPX,18JAN2019:00:00:00,2240,P,R,7,5.12,V,5.12,5.12,5,V,5,204,5.2,V,5.2,1091
02JAN2019:00:00:00,1,02JAN2019:09:23:05,194,V,0.2,SPRD,SPX,,,,R,11,0.2,V,0.2,0.2,,,,0,,,,0
02JAN2019:00:00:00,1,02JAN2019:09:23:05,194,V,5.32,SPRD,SPX,18JAN2019:00:00:00,2245,P,R,7,5.32,V,5.32,5.32,5.2,V,5.2,298,5.5,V,5.5,1121
02JAN2019:00:00:00,42,02JAN2019:09:23:06,24,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,50,02JAN2019:09:23:07,924,V,14.4,,SPX,18JAN2019:00:00:00,2350,P,H,7,14.4,V,14.4,14.4,,,,0,,,,0
02JAN2019:00:00:00,50,02JAN2019:09:23:09,67,V,3.6,,SPX,18JAN2019:00:00:00,2200,P,H,7,3.6,V,3.6,3.6,,,,0,,,,0
02JAN2019:00:00:00,7,02JAN2019:09:23:10,51,V,96.5,,SPX,15MAR2019:00:00:00,2490,P,H,7,96.5,V,96.5,96.5,,,,0,,,,0
02JAN2019:00:00:00,7,02JAN2019:09:23:10,75,V,97.5,,SPX,15MAR2019:00:00:00,2490,C,H,7,97.5,V,97.5,97.5,,,,0,,,,0
02JAN2019:00:00:00,800,02JAN2019:09:23:15,760,V,31.4,,SPX,15MAR2019:00:00:00,2250,P,P,7,31.4,V,31.4,31.4,,,,0,,,,0
02JAN2019:00:00:00,64,02JAN2019:09:23:15,760,V,98,,SPX,15MAR2019:00:00:00,2490,C,P,7,98,V,98,98,,,,0,,,,0
02JAN2019:00:00:00,32,02JAN2019:09:23:15,759,V,-562,,SPX,,,,P,11,-562,V,-562,-562,,,,0,,,,0
02JAN2019:00:00:00,64,02JAN2019:09:23:15,760,V,97,,SPX,15MAR2019:00:00:00,2490,P,P,7,97,V,97,97,,,,0,,,,0
02JAN2019:00:00:00,800,02JAN2019:09:23:15,760,V,9,,SPX,18JAN2019:00:00:00,2300,P,P,7,9,V,9,9,,,,0,,,,0
02JAN2019:00:00:00,8,02JAN2019:09:23:16,75,V,98,,SPX,15MAR2019:00:00:00,2490,C,H,7,98,V,98,98,,,,0,,,,0
02JAN2019:00:00:00,8,02JAN2019:09:23:16,74,V,97,,SPX,15MAR2019:00:00:00,2490,P,H,7,97,V,97,97,,,,0,,,,0
02JAN2019:00:00:00,16,02JAN2019:09:23:16,60,V,98,,SPX,15MAR2019:00:00:00,2490,C,P,7,98,V,98,98,,,,0,,,,0
02JAN2019:00:00:00,8,02JAN2019:09:23:16,59,V,562,,SPX,,,,P,11,562,V,562,562,,,,0,,,,0
