date,CDX NA IG,CDX NA HY,iTraxx EU Main,iTraxx EU Xover,iTraxx EU SenFin
2011-12-30,318.13947290543246,,754.4961116750007,1785.0269301196638,1619.2840814050405
2012-01-02,,,754.4961116750007,1785.0269301196638,
2012-01-03,312.8371483570086,,737.0511148732666,1744.243202246069,1532.536719901199
2012-01-04,314.8255200626675,,752.4986595412022,1764.7343656942105,1578.3219773029266
2012-01-05,318.1421240677067,,774.326711789372,1788.5733412391069,1679.5272323907418
2012-01-06,318.13947290543246,,773.5765769268974,1776.1609023210563,1688.6819706081137
2012-01-09,316.59384529956685,,787.0484757070367,1798.3259718175752,1710.0102552231913
2012-01-10,308.19761437713765,,758.643659664613,1724.7781337484857,1610.6093452546563
2012-01-11,307.8662190928612,,768.4477478671877,1739.6352320648728,1610.6382610418243
2012-01-12,303.5580803972668,,745.7736132741337,1691.6381039743305,1545.2596662550957
2012-01-13,307.8662190928612,,747.9542378743504,1717.645118850246,1573.018821936325
2012-01-16,,,730.7839997722435,1681.9847729072062,1540.2456687601737
2012-01-17,300.24412755450186,,708.7029950704487,1632.926085754911,1479.406852558813
2012-01-18,290.9650595947601,,706.9759403870769,1619.8232788056089,1445.7893583973575
2012-01-19,286.9883161834422,,658.2782318150361,1519.0460961614358,1284.5838449360522
2012-01-20,281.6859916350183,,671.6323768667636,1532.0496035993935,1330.126209725569
2012-01-23,273.0697142438295,,650.9208044139049,1497.807822104131,1287.232531040636
2012-01-24,274.063900096659,,653.3238527233437,1503.4820798952398,1308.9193714165965
2012-01-25,270.0871566853411,,655.1861061319287,1502.496177604035,1312.7767374248006
2012-01-26,268.7615755482351,,622.5683233618864,1423.8840644563809,1234.7041120713434
2012-01-27,266.44180855829967,,613.8458249610194,1430.3858181753599,1211.5714823369856
2012-01-30,271.74678426899777,,643.8294132139999,1503.973848903803,1305.7906832450246
2012-01-31,268.09878497968214,,626.5196151374793,1466.8358316609952,1273.7462079055056
2012-02-01,265.7790179897467,,596.4924143924944,1385.537903158883,1210.848587657787
2012-02-02,262.96348365453355,,587.2770948319783,1366.945251796683,1178.3183270938464
2012-02-03,250.20343962875154,,554.4238046051125,1296.8043326763386,1127.7214827073724
2012-02-06,251.52902076585752,,559.3302099556003,1303.8971549152247,1117.5951740411574
2012-02-07,251.860416050134,,560.9700396549632,1310.4982081455478,1114.2235932573747
2012-02-08,250.53748607530227,,572.9896424513581,1329.0364812039165,1173.0787864590145
2012-02-09,257.1627405985579,,565.6016863058236,1340.5434031494694,1185.5472738858332
2012-02-10,261.47087929415227,,588.0970096816599,1410.8805570184231,1272.2946353896746
2012-02-13,256.1685547457284,,587.133173608364,1392.212248885675,1278.0777928232642
2012-02-14,260.8080887255993,,606.2136388602607,1428.8088473642476,1325.788841650377
2012-02-15,267.9874361641652,,635.2421135383463,1497.5713946961682,1403.1385723246356
2012-02-16,261.80227457842875,,596.4008281592852,1428.021544095731,1280.9693715400588
2012-02-17,261.47087929415227,,597.4911404593936,1416.2001736975876,1283.8609502568536
2012-02-20,,,574.0494260070634,1347.6362253883556,1240.4872695049328
2012-02-21,258.65534495893917,,571.2320590235832,1348.6221276795604,1254.9451630889064
2012-02-22,259.31813552749213,,581.7339470982273,1384.596922075191,1318.4153159225502
2012-02-23,255.50576417717542,,576.2736630992845,1376.0075143438999,1280.7264789278481
2012-02-24,254.18018304006947,,569.6881768066298,1359.457595786499,1230.846746063139
2012-02-27,252.85460190296348,,577.455561632602,1373.9387745242248,1247.4733236847087
2012-02-28,248.2150679230926,,561.148850872181,1334.6327179503976,1176.6296451232383
2012-02-29,249.54064906019858,,560.9700396549632,1341.9619675972467,1195.6677993946148
2012-03-01,246.22669621743364,,553.8830097042588,1316.113359084666,1147.956750567502
2012-03-02,249.20925377592206,,572.9634749561554,1357.0933217068703,1197.1193719104456
2012-03-05,252.523206618687,,590.9928791507476,1398.4681181003725,1241.499322055811
2012-03-06,259.15111230421684,,620.8630749245169,1462.1853045463658,1313.8639710223154
2012-03-07,257.82553116711085,,591.5554802976036,1391.2074324018326,1246.1721132621512
2012-03-08,253.84878775579296,,577.1371904409704,1353.5469105874272,1215.9088504121778
2012-03-09,253.84878775579296,,581.1364559577679,1374.8253773040856,1228.920954637754
2012-03-12,252.523206618687,,587.8615022248364,1387.0415814735268,1239.1629264526407
2012-03-13,242.66353412089282,,565.8720837562505,1339.261966598311,1203.3767482535893
2012-03-14,240.3039996968442,,552.3783787301093,1312.4676484538786,1161.263795822191
2012-03-15,238.69209303412327,,539.8877610200676,1292.0757845170813,1145.0651718507072
2012-03-16,234.9592565520329,,517.0827889510006,1248.3367140439505,1107.4746485323758
2012-03-19,226.56302562960371,,489.6854214738772,1190.4119990930474,1054.171286466982
2012-03-20,216.73516707910008,,489.733395215082,1217.995984780075,1086.5107028356142
2012-03-21,214.91238952323886,,490.27038358702833,1247.5696282954186,1131.1618276096806
2012-03-22,223.67308327749316,,505.3060580015265,1313.288836107293,1226.417560461022
2012-03-23,225.37730619557476,,506.9170231173656,1307.8122354563036,1247.2547520222531
2012-03-26,219.2025854778878,,503.6950928856874,1294.6683938939286,1220.4640771578133
2012-03-27,221.05500169319387,,504.76906962958014,1266.190070508783,1199.6268855965823
2012-03-28,224.14236205203738,,519.8047440440782,1296.8590341543245,1244.2780103706486
2012-03-29,229.31430812517198,,543.4322324097182,1356.0063211850115,1299.3477309253303
2012-03-30,225.47610172705777,,535.3774068305228,1341.7671594924389,1312.7430683575503
2012-04-02,222.90741790849998,,532.692464970791,1336.2905588414492,1294.8826184479237
2012-04-03,223.52488998026868,,533.2294533427373,1334.0999185810533,1292.2809462444216
2012-04-04,229.08213862618695,,556.3199533364309,1384.4846445701571,1348.4639681768033
2012-04-05,239.27289769865757,,569.2076742631435,1394.3425257419383,1390.1383512992652
2012-04-06,238.65542562688887,,,,
2012-04-09,251.3111332098601,,,,
2012-04-10,257.4735044861117,,632.5723021528142,1531.257542016677,1539.4695729936525
2012-04-11,251.9286052816288,,611.1357263447154,1480.0513259299248,1470.1412599277858
2012-04-12,239.04566797624665,,577.5761010515556,1402.2835966858731,1403.2836424327504
2012-04-13,251.00486706226283,,620.221569598048,1494.0166575899482,1473.4871175441892
2012-04-16,250.6936611380914,,620.0411415050739,1490.7306971993544,1491.0975211550808
2012-04-17,243.28399627686701,,590.017047652809,1437.7894940263689,1452.5249028335909
2012-04-18,245.63286003787516,,612.7037323907989,1476.4915355067817,1488.3708258022114
2012-04-19,246.9888287074792,,624.9212918293225,1499.4932582409376,1519.8766594427925
2012-04-20,246.6924421130302,,617.1800674593437,1474.7565484205484,1511.4405736021456
2012-04-23,249.14998095866966,,642.1049197316061,1514.9197469546448,1561.7951353806857
2012-04-24,246.3713566357105,,624.9642508990781,1481.4204760926723,1518.1382423182554
2012-04-25,241.12284402567659,,607.3338486713352,1449.3823622843834,1470.7604221913195
2012-04-26,236.8005395232957,,613.7991886695694,1451.2991725122297,1469.2720513655172
2012-04-27,232.78697105679916,,591.7611858848908,1409.6770075647091,1440.7429593765405
2012-04-30,234.02191520033654,,603.4417569514679,1424.1899992898313,1436.277846899134
2012-05-01,231.8607629491461,,585.4977535145084,1377.7309006473567,1389.644212185099
2012-05-02,232.94257401888484,,600.1081331384249,1404.292413804656,1415.4406553379029
2012-05-03,238.03795355512017,,609.4818021591207,1416.2489283458965,1436.277846899134
2012-05-04,244.21020438452007,,625.0544649455652,1438.1553309498547,1457.1150384603648
2012-05-07,247.6038308909608,,625.0544649455652,1438.1553309498547,
2012-05-08,249.15245084695673,,646.6671729396624,1482.106146494176,1519.8766594427925
2012-05-09,254.39849356870357,,672.4426147930877,1516.7445502915548,1577.6730753503439
2012-05-10,254.08975753281922,,675.7118000014972,1510.4464595429167,1569.2369895096967
2012-05-11,267.985349035902,,678.216313768255,1500.5885783711356,1579.411492474881
2012-05-14,283.11094490594803,,724.3543546858865,1568.2245964108565,1669.4579274359148
2012-05-15,289.38940093169214,,746.7016627728062,1606.2869709352337,1721.7949991544235
2012-05-16,293.610440014303,,765.2986440700525,1624.9074131485984,1747.347349491796
2012-05-17,304.4137313819681,,780.4245325310377,1649.5521160780513,1818.7891491303021
2012-05-18,305.6486755255055,,787.229249180342,1658.3146771196346,1844.0914531689398
2012-05-21,291.1380818389411,,775.4112090905465,1630.018176876102,1775.8764414807729
2012-05-22,292.2445917915506,,737.1776370079655,1556.2308409851894,1670.6962519629822
2012-05-23,292.0667598348812,,777.4259894620893,1626.5503933438952,1776.3705805949392
2012-05-24,289.285665623635,,751.5173744924211,1573.2455438876834,1751.0682765563015
2012-05-25,290.5230796554595,,742.4744903088445,1564.1171459226143,1759.2543160982136
2012-05-28,,,731.3781625909448,1537.8294627978646,1747.347349491796
2012-05-29,288.20879433047037,,731.7347228699172,1528.7930717237318,1729.4868995821694
2012-05-30,302.2525791307777,,761.5826845361837,1573.6091901709096,1774.1380243562357
2012-05-31,305.1868064158225,,770.6685277895161,1571.6025636923866,1768.184541053027
2012-06-01,311.2059241714238,,794.7427904806156,1622.1691128231034,1797.9519575690713
2012-06-04,314.9132264903231,,,,
2012-06-05,310.27971606377076,,,,
2012-06-06,301.0176349872403,,755.813281467992,1556.3578981202925,1725.515926218929
2012-06-07,301.17323794932594,,749.4123800743913,1531.987025223389,1672.9288082016853
2012-06-08,299.1652187719342,,758.5411823974795,1524.6856212354896,1661.0218415952677
2012-06-11,307.5010917408116,,772.8164812773016,1543.306063448854,1714.6031913241472
2012-06-12,305.0312034537368,,787.9423697382869,1568.864263366892,1745.3648395518276
2012-06-13,309.66224399200206,,782.615445088579,1547.1396839045467,1719.56244291572
2012-06-14,297.9327445166839,,775.9610851834195,1538.285115972027,1701.999667171254
2012-06-15,290.5206097671724,,749.6357672371212,1479.7774958973753,1656.306682819126
2012-06-18,294.931830247888,,769.1477767201642,1506.0651790221252,1714.6031913241472
2012-06-19,285.09179531218206,,740.3737917977904,1460.2260315733427,1652.4666860885566
2012-06-20,281.3350952275413,,723.2803779419937,1446.8258851005016,1638.6962792082345
2012-06-21,291.24181714699824,,732.4521393348375,1489.0877170040576,1641.923067158574
2012-06-22,284.96336112125414,,731.3824584979203,1492.9213374597502,1646.1381333372456
2012-06-25,295.460386341322,,767.2232103951085,1547.4135139370962,1735.4403828853783
2012-06-26,293.91670616190027,,771.2957302079496,1567.221283171595,1735.4403828853783
2012-06-27,290.21187373128805,,760.3755346760483,1539.6542661347744,1706.4171517822351
2012-06-28,291.7555539107098,,763.5974649077266,1533.6300054186859,1717.5799329757517
2012-06-29,277.7092992221154,,712.3172233403367,1447.64737519815,1548.8998905459357
2012-07-02,269.5265593270367,,695.756501949511,1418.2577454646794,1507.4696002389053
2012-07-03,263.0431025734654,,667.7471884687886,1376.7889253353867,1461.5801509377714
2012-07-04,,,682.5165166508015,1411.867647825105,1522.6033547956622
2012-07-05,268.909087255268,,707.7549701322804,1452.3944926424276,1599.998637737377
2012-07-06,278.17116833179847,,737.2850346823548,1491.8260173295523,1690.789258111312
2012-07-09,274.23416640220125,,741.0009942162237,1485.254096548365,1679.3764306190606
2012-07-10,275.08380797295496,,722.9195217560457,1452.0286557189418,1655.068358292059
2012-07-11,275.70128004472366,,718.8040428734487,1441.0754544169627,1662.885281869172
2012-07-12,279.71484851122017,,725.2908624065609,1466.0859942699014,1643.1613916856413
2012-07-13,276.0124859688951,,713.1205579447685,1458.2369302169031,1623.8125709502124
2012-07-16,278.4799043676828,,728.8736488241871,1473.5714120396738,1671.4404373758832
2012-07-17,274.46633590118626,,714.5510949676336,1449.838015458546,1642.9113453869063
2012-07-18,267.0566710399619,,696.5598365539428,1421.4516989643366,1601.4870085631794
2012-07-19,267.0566710399619,,692.2682254853474,1405.6615639674035,1615.7753684908805
2012-07-20,276.010016080608,,726.0082788714813,1451.3911794031662,1693.7659997629164
2012-07-23,279.71484851122017,,752.9908705850419,1476.355715810637,1748.091534904697
2012-07-24,289.5968715478065,,772.9969093702756,1513.1847598684114,1791.6293583010633
2012-07-25,285.1140243067657,,769.860897278109,1502.5973954899184,1744.3706078401915
2012-07-26,274.7750719370706,,731.3781625909448,1455.1327929679223,1667.9695566101127
2012-07-27,259.33827014285316,,702.1144442733558,1401.4621065882247,1598.510266911575
2012-07-30,262.4256305016967,,678.3494868844978,1370.519312910134,1510.6963881892443
2012-07-31,265.2042548246558,,686.275435254426,1386.9491148631025,1540.4638047052886
2012-08-01,260.57321428639057,,665.3328887485179,1357.1016413152095,1469.0279585500855
2012-08-02,269.21782329115234,,726.5452672434276,1425.01148938748,1663.9985832468722
2012-08-03,256.25090978400965,,644.3860463356342,1296.8590341543245,1458.603409286167
2012-08-06,253.7785516086478,,634.3636953616273,1276.8694417782126,1449.6731843313537
2012-08-07,255.01596564047227,,634.9908977800607,1266.371893650396,1461.5801509377714
2012-08-08,253.78102149693487,1672.1448058286546,640.0944352670389,1262.812103227253,1464.562846072679
2012-08-09,254.39849356870357,1681.8956684879922,636.6877810354111,1278.23859194096,1454.1442502920634
2012-08-10,253.78349138522196,1686.8534756911909,637.9421858722778,1288.0964731127413,1458.603409286167
2012-08-13,253.78102149693487,1691.8265376857842,640.6271277320096,1297.6805242519729,1474.9814418532944
2012-08-14,254.39849356870357,1689.468146936201,622.9108073647553,1257.6093326088128,1425.365112004352
2012-08-15,254.77391658833895,1702.9899940282485,629.3503719211361,1276.8694417782126,1434.7894760733316
2012-08-16,249.76745303043833,1667.7026105745886,,,
2012-08-17,246.3713566357105,1649.598224147646,,,
2012-08-20,243.28399627686701,1629.2391795526028,,,
2012-08-21,243.59273231275137,1639.9846546108586,,,
2012-08-22,245.44514852805744,1647.6578146822708,,,
2012-08-23,251.00239717397574,1684.174734322324,,,
2012-08-24,248.8412449227853,1671.8915762915067,,,
2012-08-27,247.6063007792479,1658.101244870917,,,
2012-08-28,249.45871699455398,1668.340260854877,,,
2012-08-29,249.15245084695673,1664.0963778889386,,,
2012-08-30,254.39849356870357,1688.986095528136,,,
2012-08-31,251.46673617194577,1656.890014434197,,,
2012-09-03,,1655.6726820809192,,,
2012-09-04,249.45871699455398,1649.4761858164902,,,
2012-09-05,248.2237728510166,1651.9444110641136,601.9639649518716,1221.921612126704,1382.946543468989
2012-09-06,235.11113593493653,1563.3201749788716,565.629183752493,1170.531382258079,1283.2256981402409
2012-09-07,229.69961069795565,1520.7257464472664,543.1658861772328,1117.7741928669664,1224.935143118523
2012-09-10,235.72119834184397,1534.8577851950922,557.9309184522699,1117.5923697253534,1273.450078556372
2012-09-11,230.54925226870938,1506.6242172822297,549.5195325941022,1105.1780113696905,1247.2547520222531
2012-09-12,224.52766462482106,1476.059717244294,535.0208465515503,1073.047890670465,1179.9684837293864
2012-09-13,211.48418458077907,1394.8828703178265,546.6541626413964,1083.3636156566688,1211.533852203
2012-09-14,205.00072782720773,1360.5229781809498,510.0487393025568,1013.171120433066,1105.865477054346
2012-09-17,210.76297720095323,1371.631517274394,516.6687319519115,1021.6598514420998,1126.2025760181075
2012-09-18,210.86918239729746,1371.5613452339794,528.8819954834596,1037.21339729091,1165.2455195205512
2012-09-19,211.17544854489472,1366.8842261924387,519.4481837651059,1010.9804801726702,1129.4234104851434
2012-09-20,216.34492472974225,1389.8518401159342,537.7487474810379,1021.9336814746493,1198.2635379201474
2012-09-21,216.90759033372078,1396.728700076556,531.8037569168479,1005.4320604781344,1172.2373074279092
2012-09-24,221.69024796753823,1436.6138776565053,548.2910294772817,1029.178012865065,1198.3916512870794
2012-09-25,230.97423043318386,1515.9052323666178,566.776759317768,1064.8819416004421,1244.301076327166
2012-09-26,229.99069095742936,1527.837530195363,590.4937449795684,1121.422499236359,1337.1832673528745
2012-09-27,221.69249862995414,1471.0530947086331,570.4629893427389,1091.801877047227,1288.3400462100449
2012-09-28,222.81557917549526,1471.0560158294904,573.6118190907209,1100.1724604911394,1311.5605939664722
2012-10-01,221.1275823635597,1466.8203905865805,560.3783372698684,1080.8870844190005,1287.5393376667198
2012-10-02,221.1275823635597,1466.8233117074376,556.1463100885808,1079.4768545749996,1258.0476405989707
2012-10-03,216.34492472974225,1447.9265808823448,541.0739116949069,1059.6042047048113,1196.7902342004293
2012-10-04,213.95472124404145,1420.768920273149,544.2269398825529,1058.6711348217257,1194.8941563698356
2012-10-05,213.8129295118389,1412.3969878964729,529.6583542485562,1022.5151598075865,1140.2153713632526
2012-10-08,,,544.7517448405499,1050.9110070363124,1174.6394330578844
2012-10-09,220.2835839575919,1454.2157540878518,551.910084467629,1059.0980674183343,1188.520516364968
2012-10-10,222.81557917549526,1485.9011520256756,559.1817819656353,1073.609912059615,1194.6571466410112
2012-10-11,218.8769199476456,1468.946966570607,543.2780925184943,1054.0019217628899,1159.425970734708
2012-10-12,218.31425434366707,1462.6548722442426,537.8201209553255,1048.463388937204,1147.684380655389
2012-10-15,215.21959352178519,1452.0395190492534,530.8129251561495,1027.9706242999957,1128.2047432133766
2012-10-16,208.18627347205364,1389.1974460487552,510.84514611427966,978.7903073567412,1089.1621946408459
2012-10-17,202.27828463027916,1343.592907226472,485.1381000517547,915.6834877485516,979.6701055924019
2012-10-18,204.67073877839582,1368.2325616567794,497.317773516949,932.103972233494,1013.1653453767766
2012-10-19,210.99960149194627,1418.2742830611178,510.37492087191436,956.2517435348798,1047.3267746691974
2012-10-22,211.5622670959248,1437.2440419076402,516.1477754098813,961.4039120197434,1043.323231952572
2012-10-23,218.0329215416778,1469.0024678668933,541.0739116949069,1006.4791078417624,1098.5785271103487
2012-10-24,221.80728241316575,1508.2389632205256,537.3331019543042,1015.1723055102613,1093.4988321114947
2012-10-25,221.1275823635597,1502.1951641670216,539.3693451913326,1025.154028255402,1099.3728299853274
2012-10-26,220.71796180386332,1505.9750945562116,543.9162553474188,1037.7108693321227,1124.1947948284046
2012-10-29,226.7542384033449,1550.951592394201,556.5577571756503,1053.084306453437,1173.3070540417914
2012-10-30,,,537.9292803865889,1007.9279741198455,1112.7158371512965
2012-10-31,224.36403491764412,1522.8007506935644,544.5712119349989,1021.9336814746493,1123.9257567578475
2012-11-01,216.6262575317315,1471.213756355778,534.918999147518,992.9814695951399,1098.5721214420023
2012-11-02,219.15825274963487,1494.7463059812146,537.9250819469249,992.4482868048051,1104.5806383511135
2012-11-05,217.9991616054391,1494.167924051493,543.9624381837223,1001.8427357518964,1116.988417938479
2012-11-06,216.35167671698994,1468.0151290171666,527.063718536219,979.4336039842102,1075.3515736855752
2012-11-07,225.55913666049452,1535.668288069439,544.0044225803621,1015.9778751608753,1117.5521167529798
2012-11-08,234.77109792883095,1590.7693907984121,550.2810898780061,1029.4697179423858,1121.1521023637695
2012-11-09,240.20644766326348,1611.0010738552357,552.8841224696713,1031.5927899952037,1146.6146340415069
2012-11-12,,,554.2108294034878,1037.871210533564,1169.5405210539905
2012-11-13,240.53954570081873,1612.8735123246877,549.3406393932756,1037.1467773945224,1146.6146340415069
2012-11-14,244.19687212667915,1645.4089564319506,550.0375803774956,1031.5927899952037,1159.7526598203845
2012-11-15,250.174631503347,1671.287166105702,575.1862339647118,1089.7889188315435,1198.5005476489716
2012-11-16,247.01020014657178,1648.9318281857088,574.6656274463788,1084.7178868582525,1191.454312467711
2012-11-19,231.81822883915163,1560.9535102091832,553.6692306868349,1038.2343930139368,1132.2018802616553
2012-11-20,228.4422352152805,1525.4268383441686,535.783877718297,1003.82285299861,1087.3622018354513
2012-11-21,226.1915727993664,1516.7598727609177,526.8621934323481,983.8613393300323,1063.3409455356991
2012-11-22,,,517.9824935430389,975.5699605759885,1037.7182721492966
2012-11-23,223.09691197748452,1490.957612229453,509.5856142150869,959.1494760910462,1028.1097696293957
2012-11-26,226.7542384033449,1499.4843640115594,523.2725275196486,982.4395185558067,1063.8726160084668
2012-11-27,230.13023202721607,1508.2068308910966,515.3878578307017,964.7034634903648,1040.4470868649487
2012-11-28,227.03557120533418,1486.4269537799678,523.4320682268797,980.6409925492795,1050.7666185713222
2012-11-29,223.3782447794738,1464.287778803406,517.3233385157946,963.6564161267368,1028.1097696293957
2012-11-30,221.8320396997408,1460.490321689073,517.8145559564798,961.081297795157,1027.2770327443377
2012-12-03,224.7849087894201,1477.795041647003,500.8864472313286,935.1620459911015,991.2771766364423
2012-12-04,226.0520317295797,1508.3061490002408,501.9780415439623,939.3483036239097,976.864422856591
2012-12-05,220.1440428878052,1447.5848097420549,495.4158803491679,926.0670294081475,969.9783293839954
2012-12-06,219.38331899122625,1430.382329014126,492.2670506011859,918.8226980177317,962.7207071472968
2012-12-07,218.0329215416778,1421.7241267934464,495.9448837468289,922.4448637129397,980.0672570298913
2012-12-10,214.75145573927506,1389.6589831441895,501.40705374966166,928.2403288252722,1008.892764589594
2012-12-11,210.62374086848862,1366.2461994738976,482.6442268913529,895.3182233438148,967.2559203366901
2012-12-12,210.1556030859785,1372.582110613119,480.1545521706151,892.5016272992211,970.9904249827582
2012-12-13,212.54805723409515,1394.1867204728173,481.77095144124587,893.9021980347015,973.2644372458013
2012-12-14,213.88495070914817,1403.0172688240702,486.4941960632189,893.4675381512766,973.6615886832907
2012-12-17,206.77960946210735,1357.4185722435016,479.5415799796746,889.6038947430549,941.6332469502877
2012-12-18,200.5902878183436,1319.254128244454,464.9771927853419,859.6606583293363,891.9957229324797
2012-12-19,202.13874356049246,1336.015519722949,461.3035580793629,857.7288366252255,885.5836489175325
2012-12-20,199.46495661038654,1327.526742511986,458.6795332893779,857.7288366252255,859.9609755311301
2012-12-21,208.4676062740429,1380.6706942666488,475.9980969032789,898.2970924115538,893.5907343507832
2012-12-24,210.5719756329226,1390.386342237627,469.44013414814833,886.7061621868885,880.7793976575821
2012-12-26,213.8129295118389,1417.006516609102,,,
2012-12-27,213.25026390786036,1424.9665709449155,480.4610382660853,905.0584683759417,898.3949856107337
2012-12-28,226.7542384033449,1553.311858046802,491.2174406851919,925.3425962691059,893.5907343507832
2012-12-31,211.84359989791406,1414.8740983833611,491.22163912485587,925.3425962691059,893.5907343507832
2013-01-02,191.30630535269796,1284.5570547028788,450.54715566025635,846.8623395396019,809.1191858641611
2013-01-03,192.71296936264426,1297.0331618838914,431.3896754735339,808.7899973949849,790.3057379301953
2013-01-04,192.71296936264426,1292.6514805981224,437.42703171033133,830.5635598220185,804.9811241122571
